제품코드,특정연령,특정연령단위,연령처리조건,상세정보
653403541,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
657804571,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
659901851,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
649806731,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
653402351,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
657804591,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
671805073,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
649806741,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
650901871,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
650902071,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
671805661,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
649805221,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
650901851,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
650902041,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
653402371,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
657804611,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
667400821,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
671805083,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
649805231,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
650901861,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
653402331,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
667400811,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
671805092,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
650901841,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
671805811,36,개월 (2),미만 (1),신생아에게 마취 목적으로 투여 시 심장-호흡기계 억제 보고 후두염 및 후두개염으로 진단된 소아에게 진정 목적으로 이약을 장기간(3~5일) 투여 시 사망 보고
644900701,12,세 (3),미만 (1),
644900701,65,세 (3),이상 (4),
642702131,2,개월 (2),미만 (1),"안전성 및 유효성이 미확립. 미숙아, 신생아(생후 2개월이내)는 핵황달을 일으킬 가능성 증가"
642901961,2,개월 (2),미만 (1),"안전성 및 유효성이 미확립. 미숙아, 신생아(생후 2개월이내)는 핵황달을 일으킬 가능성 증가"
642901962,2,개월 (2),미만 (1),"안전성 및 유효성이 미확립. 미숙아, 신생아(생후 2개월이내)는 핵황달을 일으킬 가능성 증가"
642702132,2,개월 (2),미만 (1),"안전성 및 유효성이 미확립. 미숙아, 신생아(생후 2개월이내)는 핵황달을 일으킬 가능성 증가"
642902650,12,개월 (2),미만 (1),
625200450,15,세 (3),미만 (1),
642404720,15,세 (3),미만 (1),
642705730,15,세 (3),미만 (1),
643202510,15,세 (3),미만 (1),
643505990,15,세 (3),미만 (1),
645400610,15,세 (3),미만 (1),
646802730,15,세 (3),미만 (1),
653004930,15,세 (3),미만 (1),
653402460,15,세 (3),미만 (1),
654003990,15,세 (3),미만 (1),
657203050,15,세 (3),미만 (1),
657305800,15,세 (3),미만 (1),
657804720,15,세 (3),미만 (1),
664900950,15,세 (3),미만 (1),
670103240,15,세 (3),미만 (1),
671703320,15,세 (3),미만 (1),
645301500,2,세 (3),이하 (2),안전성 및 유효성 미확립. 고빌리루빈혈증을 일으킬 수 있음
52700400,12,세 (3),이하 (2),
53601360,12,세 (3),이하 (2),
621801980,12,세 (3),이하 (2),
625800290,12,세 (3),이하 (2),
628800130,12,세 (3),이하 (2),
640901170,12,세 (3),이하 (2),
643200740,12,세 (3),이하 (2),
644801920,12,세 (3),이하 (2),
645601850,12,세 (3),이하 (2),
647802240,12,세 (3),이하 (2),
648201770,12,세 (3),이하 (2),
648501780,12,세 (3),이하 (2),
649102000,12,세 (3),이하 (2),
649402490,12,세 (3),이하 (2),
649602250,12,세 (3),이하 (2),
649803780,12,세 (3),이하 (2),
651201800,12,세 (3),이하 (2),
651502330,12,세 (3),이하 (2),
652600250,12,세 (3),이하 (2),
653003980,12,세 (3),이하 (2),
654001620,12,세 (3),이하 (2),
654303190,12,세 (3),이하 (2),
656000330,12,세 (3),이하 (2),
657301400,12,세 (3),이하 (2),
657500640,12,세 (3),이하 (2),
657803040,12,세 (3),이하 (2),
660701780,12,세 (3),이하 (2),
661900120,12,세 (3),이하 (2),
662501690,12,세 (3),이하 (2),
663601990,12,세 (3),이하 (2),
665000730,12,세 (3),이하 (2),
665503170,12,세 (3),이하 (2),
670600080,12,세 (3),이하 (2),
671702000,12,세 (3),이하 (2),
693200150,12,세 (3),이하 (2),
694000360,12,세 (3),이하 (2),
698500190,12,세 (3),이하 (2),
641702000,12,세 (3),이하 (2),안전성 및 유효성 미확립
57000980,12,세 (3),이하 (2),안전성 및 유효성 미확립
628800500,12,세 (3),이하 (2),안전성 및 유효성 미확립
628900100,12,세 (3),이하 (2),안전성 및 유효성 미확립
629700690,12,세 (3),이하 (2),안전성 및 유효성 미확립
640900410,12,세 (3),이하 (2),안전성 및 유효성 미확립
641702010,12,세 (3),이하 (2),안전성 및 유효성 미확립
642302060,12,세 (3),이하 (2),안전성 및 유효성 미확립
642703270,12,세 (3),이하 (2),안전성 및 유효성 미확립
642902260,12,세 (3),이하 (2),안전성 및 유효성 미확립
643503730,12,세 (3),이하 (2),안전성 및 유효성 미확립
644303070,12,세 (3),이하 (2),안전성 및 유효성 미확립
645202550,12,세 (3),이하 (2),안전성 및 유효성 미확립
646201950,12,세 (3),이하 (2),안전성 및 유효성 미확립
648501460,12,세 (3),이하 (2),안전성 및 유효성 미확립
649104790,12,세 (3),이하 (2),안전성 및 유효성 미확립
649504810,12,세 (3),이하 (2),안전성 및 유효성 미확립
651501590,12,세 (3),이하 (2),안전성 및 유효성 미확립
652603810,12,세 (3),이하 (2),안전성 및 유효성 미확립
654003960,12,세 (3),이하 (2),안전성 및 유효성 미확립
654304660,12,세 (3),이하 (2),안전성 및 유효성 미확립
657303650,12,세 (3),이하 (2),안전성 및 유효성 미확립
657502970,12,세 (3),이하 (2),안전성 및 유효성 미확립
658501780,12,세 (3),이하 (2),안전성 및 유효성 미확립
661901950,12,세 (3),이하 (2),안전성 및 유효성 미확립
662500080,12,세 (3),이하 (2),안전성 및 유효성 미확립
665503540,12,세 (3),이하 (2),안전성 및 유효성 미확립
669604340,12,세 (3),이하 (2),안전성 및 유효성 미확립
669802750,12,세 (3),이하 (2),안전성 및 유효성 미확립
669903960,12,세 (3),이하 (2),안전성 및 유효성 미확립
671701570,12,세 (3),이하 (2),안전성 및 유효성 미확립
671803130,12,세 (3),이하 (2),안전성 및 유효성 미확립
674400720,12,세 (3),이하 (2),안전성 및 유효성 미확립
678601710,12,세 (3),이하 (2),안전성 및 유효성 미확립
693901870,12,세 (3),이하 (2),안전성 및 유효성 미확립
694001120,12,세 (3),이하 (2),안전성 및 유효성 미확립
694204660,12,세 (3),이하 (2),안전성 및 유효성 미확립
698500230,12,세 (3),이하 (2),안전성 및 유효성 미확립
641702020,12,세 (3),이하 (2),안전성 및 유효성 미확립
54800180,2,세 (3),미만 (1),안전성 및 유효성 미확립
57000340,2,세 (3),미만 (1),안전성 및 유효성 미확립
60500080,2,세 (3),미만 (1),안전성 및 유효성 미확립
622801550,2,세 (3),미만 (1),안전성 및 유효성 미확립
625500050,2,세 (3),미만 (1),안전성 및 유효성 미확립
628800290,2,세 (3),미만 (1),안전성 및 유효성 미확립
628901470,2,세 (3),미만 (1),안전성 및 유효성 미확립
629700210,2,세 (3),미만 (1),안전성 및 유효성 미확립
640901180,2,세 (3),미만 (1),안전성 및 유효성 미확립
641502210,2,세 (3),미만 (1),안전성 및 유효성 미확립
642102340,2,세 (3),미만 (1),안전성 및 유효성 미확립
642703200,2,세 (3),미만 (1),안전성 및 유효성 미확립
642801440,2,세 (3),미만 (1),안전성 및 유효성 미확립
643506870,2,세 (3),미만 (1),안전성 및 유효성 미확립
644100040,2,세 (3),미만 (1),안전성 및 유효성 미확립
644802350,2,세 (3),미만 (1),안전성 및 유효성 미확립
646001470,2,세 (3),미만 (1),안전성 및 유효성 미확립
647301100,2,세 (3),미만 (1),안전성 및 유효성 미확립
648102110,2,세 (3),미만 (1),안전성 및 유효성 미확립
649104300,2,세 (3),미만 (1),안전성 및 유효성 미확립
649400920,2,세 (3),미만 (1),안전성 및 유효성 미확립
649600890,2,세 (3),미만 (1),안전성 및 유효성 미확립
650303680,2,세 (3),미만 (1),안전성 및 유효성 미확립
651500290,2,세 (3),미만 (1),안전성 및 유효성 미확립
652604050,2,세 (3),미만 (1),안전성 및 유효성 미확립
652904390,2,세 (3),미만 (1),안전성 및 유효성 미확립
653002390,2,세 (3),미만 (1),안전성 및 유효성 미확립
653600250,2,세 (3),미만 (1),안전성 및 유효성 미확립
655601790,2,세 (3),미만 (1),안전성 및 유효성 미확립
657200140,2,세 (3),미만 (1),안전성 및 유효성 미확립
657301200,2,세 (3),미만 (1),안전성 및 유효성 미확립
658202710,2,세 (3),미만 (1),안전성 및 유효성 미확립
660701810,2,세 (3),미만 (1),안전성 및 유효성 미확립
662504320,2,세 (3),미만 (1),안전성 및 유효성 미확립
670303780,2,세 (3),미만 (1),안전성 및 유효성 미확립
671701540,2,세 (3),미만 (1),안전성 및 유효성 미확립
671801740,2,세 (3),미만 (1),안전성 및 유효성 미확립
678601670,2,세 (3),미만 (1),안전성 및 유효성 미확립
690303130,2,세 (3),미만 (1),안전성 및 유효성 미확립
693200370,2,세 (3),미만 (1),안전성 및 유효성 미확립
693902950,2,세 (3),미만 (1),안전성 및 유효성 미확립
694000580,2,세 (3),미만 (1),안전성 및 유효성 미확립
643303740,12,세 (3),미만 (1),"(8세이상 신중투여, 다만 다른약을 사용할 수 없거나 효과가 없는 경우에만) 소아 등 (특히 치아 형성기인 12세 미만의 소아)에 투여 시, 치아의 착색·법랑질 형성 부전, 또는 일과성 골발육 부전을 일으킬 수 있음"
644704520,2,세 (3),미만 (1),안전성 및 유효성 미확립
58200370,2,세 (3),미만 (1),안전성 및 유효성 미확립
622801850,2,세 (3),미만 (1),안전성 및 유효성 미확립
627600130,2,세 (3),미만 (1),안전성 및 유효성 미확립
641907540,2,세 (3),미만 (1),안전성 및 유효성 미확립
642004610,2,세 (3),미만 (1),안전성 및 유효성 미확립
642902290,2,세 (3),미만 (1),안전성 및 유효성 미확립
643502960,2,세 (3),미만 (1),안전성 및 유효성 미확립
645301900,2,세 (3),미만 (1),안전성 및 유효성 미확립
646902390,2,세 (3),미만 (1),안전성 및 유효성 미확립
649104320,2,세 (3),미만 (1),안전성 및 유효성 미확립
649503080,2,세 (3),미만 (1),안전성 및 유효성 미확립
649803170,2,세 (3),미만 (1),안전성 및 유효성 미확립
651602620,2,세 (3),미만 (1),안전성 및 유효성 미확립
651902130,2,세 (3),미만 (1),안전성 및 유효성 미확립
652603780,2,세 (3),미만 (1),안전성 및 유효성 미확립
653404890,2,세 (3),미만 (1),안전성 및 유효성 미확립
657200800,2,세 (3),미만 (1),안전성 및 유효성 미확립
657805360,2,세 (3),미만 (1),안전성 및 유효성 미확립
670601230,2,세 (3),미만 (1),안전성 및 유효성 미확립
693901840,2,세 (3),미만 (1),안전성 및 유효성 미확립
694002790,2,세 (3),미만 (1),안전성 및 유효성 미확립
644704530,2,세 (3),미만 (1),안전성 및 유효성 미확립
646902280,2,세 (3),미만 (1),안전성 및 유효성 미확립
644704540,2,세 (3),미만 (1),안전성 및 유효성 미확립
57600700,2,세 (3),미만 (1),안전성 및 유효성 미확립
58200380,2,세 (3),미만 (1),안전성 및 유효성 미확립
622801900,2,세 (3),미만 (1),안전성 및 유효성 미확립
627600120,2,세 (3),미만 (1),안전성 및 유효성 미확립
641803110,2,세 (3),미만 (1),안전성 및 유효성 미확립
641907550,2,세 (3),미만 (1),안전성 및 유효성 미확립
642004600,2,세 (3),미만 (1),안전성 및 유효성 미확립
642902300,2,세 (3),미만 (1),안전성 및 유효성 미확립
643502970,2,세 (3),미만 (1),안전성 및 유효성 미확립
645301880,2,세 (3),미만 (1),안전성 및 유효성 미확립
646902380,2,세 (3),미만 (1),안전성 및 유효성 미확립
649104010,2,세 (3),미만 (1),안전성 및 유효성 미확립
649405400,2,세 (3),미만 (1),안전성 및 유효성 미확립
649503090,2,세 (3),미만 (1),안전성 및 유효성 미확립
649803180,2,세 (3),미만 (1),안전성 및 유효성 미확립
650204580,2,세 (3),미만 (1),안전성 및 유효성 미확립
651602630,2,세 (3),미만 (1),안전성 및 유효성 미확립
651902140,2,세 (3),미만 (1),안전성 및 유효성 미확립
652604070,2,세 (3),미만 (1),안전성 및 유효성 미확립
653404050,2,세 (3),미만 (1),안전성 및 유효성 미확립
654304940,2,세 (3),미만 (1),안전성 및 유효성 미확립
656004630,2,세 (3),미만 (1),안전성 및 유효성 미확립
657200790,2,세 (3),미만 (1),안전성 및 유효성 미확립
657807040,2,세 (3),미만 (1),안전성 및 유효성 미확립
670601240,2,세 (3),미만 (1),안전성 및 유효성 미확립
694002770,2,세 (3),미만 (1),안전성 및 유효성 미확립
646902300,2,세 (3),미만 (1),안전성 및 유효성 미확립
644704550,2,세 (3),미만 (1),안전성 및 유효성 미확립
645301890,2,세 (3),미만 (1),안전성 및 유효성 미확립
644701880,18,세 (3),미만 (1),안전성 및 유효성 미확립
642102480,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
678000140,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
678000150,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
642102520,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
654001730,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
655401910,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
642102490,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
678000230,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
59000641,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
625201731,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
629701211,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
640903941,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
642102501,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
642300341,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
645102391,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
645902851,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
648100181,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
648201961,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
648502283,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
649405001,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
650500061,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
654001721,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
655401891,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
655602984,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
657502161,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
657804971,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
665002081,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
665500671,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
669804851,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
670603605,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
683100411,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
698503291,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
59000651,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
642102511,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
642300331,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
645601831,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
648603961,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
657804981,12,세 (3),미만 (1),소아에서 생명에 치명적인 호흡 억제 및 사망 발생
651901770,18,세 (3),이하 (2),안전성 및 유효성 미확립
657202920,18,세 (3),이하 (2),안전성 및 유효성 미확립
651901780,18,세 (3),이하 (2),안전성 및 유효성 미확립
657200830,18,세 (3),이하 (2),안전성 및 유효성 미확립
73400030,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
642403570,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
645304070,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
651200520,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
651901950,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
653005120,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
694000280,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
73400040,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
642403580,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
645304060,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
651203060,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
651903250,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
653005130,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
694000290,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 소아 임상 시험에서 자살생각(suicidal ideation)의 이상반응이 관찰됨. 적개심 및 특히 주요 우울 장애의 경우, 자해(self-harm)의 보고 증가"
655401550,24,개월 (2),미만 (1),"신생아 및 영아는 칼슘채널 차단제의 감수성이 높고, 서맥, 심장마비 등을 일으킬 위험이 있음. 신생아 및 영아에게 이 약을 투여했을 때 심각한 서맥과 저혈압, 심장마비 등이 나타났다는 보고가 있음"
655401560,24,개월 (2),미만 (1),"신생아 및 영아는 칼슘채널 차단제의 감수성이 높고, 서맥, 심장마비 등을 일으킬 위험이 있음. 신생아 및 영아에게 이 약을 투여했을 때 심각한 서맥과 저혈압, 심장마비 등이 나타났다는 보고가 있음"
655401570,24,개월 (2),미만 (1),"신생아 및 영아는 칼슘채널 차단제의 감수성이 높고, 서맥, 심장마비 등을 일으킬 위험이 있음. 신생아 및 영아에게 이 약을 투여했을 때 심각한 서맥과 저혈압, 심장마비 등이 나타났다는 보고가 있음"
655401580,24,개월 (2),미만 (1),"신생아 및 영아는 칼슘채널 차단제의 감수성이 높고, 서맥, 심장마비 등을 일으킬 위험이 있음. 신생아 및 영아에게 이 약을 투여했을 때 심각한 서맥과 저혈압, 심장마비 등이 나타났다는 보고가 있음"
655401591,24,개월 (2),미만 (1),"신생아 및 영아는 칼슘채널 차단제의 감수성이 높고, 서맥, 심장마비 등을 일으킬 위험이 있음. 신생아 및 영아에게 이 약을 투여했을 때 심각한 서맥과 저혈압, 심장마비 등이 나타났다는 보고가 있음"
642801200,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
643502320,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
649507420,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
649806810,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
651901790,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
652100640,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
653003460,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
657200670,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
668100180,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
643507160,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
649507410,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
651904470,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
652100660,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
652100650,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 현기증, 두통, 환각을 포함한 정신 신경계 이상반응이 위약군에 비해 흔하게 나타남"
645000170,25,세 (3),미만 (1),안전성 및 유효성 미확립. 동물실험에서 벤세라지드에 의해 골격기형이 나타남
651905030,25,세 (3),미만 (1),안전성 및 유효성 미확립. 동물실험에서 벤세라지드에 의해 골격기형이 나타남
645000210,25,세 (3),미만 (1),안전성 및 유효성 미확립. 동물실험에서 벤세라지드에 의해 골격기형이 나타남
651905020,25,세 (3),미만 (1),안전성 및 유효성 미확립. 동물실험에서 벤세라지드에 의해 골격기형이 나타남
