제품코드,일일최대투여량,일일최대투여기준량,용량주의_상세내용
647803730,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
649806190,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
649806190,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
651902300,메틸페니데이트염산염 60mg,60.0,
657200860,메틸페니데이트염산염 60mg,60.0,
651904340,메틸페니데이트염산염 60mg,60.0,
657200850,메틸페니데이트염산염 60mg,60.0,
645201491,세프트리악손 4g(역가),4000.0,
645205351,세프트리악손 4g(역가),4000.0,
641905340,부스피론염산염 60mg,60.0,
651904470,졸피뎀타르타르산염 10mg,10.0,
652100660,졸피뎀타르타르산염 12.5mg,12.5,
652100650,졸피뎀타르타르산염 12.5mg,12.5,
693201440,메만틴염산염 20mg,20.0,
649102970,메만틴염산염 20mg,20.0,
658502010,메만틴염산염 20mg,20.0,
656004700,메만틴염산염 20mg,20.0,
657806070,메만틴염산염 20mg,20.0,
642307010,메만틴염산염 20mg,20.0,
647204940,메만틴염산염 20mg,20.0,
625800740,메만틴염산염 20mg,20.0,
690300930,메만틴염산염 20mg,20.0,
646204060,메만틴염산염 20mg,20.0,
660703260,메만틴염산염 20mg,20.0,
658107480,메만틴염산염 20mg,20.0,
623006020,메만틴염산염 20mg,20.0,
653702330,메만틴염산염 20mg,20.0,
657307990,메만틴염산염 20mg,20.0,
57600540,메만틴염산염 20mg,20.0,
646004930,메만틴염산염 20mg,20.0,
689001260,메만틴염산염 20mg,20.0,
649405290,메만틴염산염 20mg,20.0,
649002310,메만틴염산염 20mg,20.0,
657401780,메만틴염산염 20mg,20.0,
645306810,메만틴염산염 20mg,20.0,
644004230,칸데사르탄실렉세틸 32mg,32.0,
657307780,칸데사르탄실렉세틸 32mg,32.0,
663605910,로피니롤 24mg,24.0,
694002200,로피니롤 24mg,24.0,
694002820,로피니롤 24mg,24.0,
645403300,로피니롤 24mg,24.0,
643508480,빌다글립틴 100mg,100.0,
648501661,세프트리악손 4g(역가),4000.0,
669800671,세프트리악손 4g(역가),4000.0,
643301531,세프트리악손 4g(역가),4000.0,
647202372,세프트리악손 4g(역가),4000.0,
647801301,세프트리악손 4g(역가),4000.0,
654001041,세프트리악손 4g(역가),4000.0,
642301581,세프트리악손 4g(역가),4000.0,
653500530,티오트로퓸 18㎍,18.0,
645401330,피오글리타존 30mg,30.0,
642104030,발사르탄 320mg,320.0,
642203080,발사르탄 320mg,320.0,
641803950,발사르탄 320mg,320.0,
644912460,발사르탄 320mg,320.0,
643703080,발사르탄 320mg,320.0,
653600180,발사르탄 320mg,320.0,
644913380,발사르탄 320mg,320.0,
653600200,발사르탄 320mg,320.0,
653600190,발사르탄 320mg,320.0,
643700160,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
645306330,데스벤라팍신 200mg,200.0,
657203560,데스벤라팍신 200mg,200.0,
651900700,부스피론염산염 60mg,60.0,
648902780,데스벤라팍신 200mg,200.0,
648902770,데스벤라팍신 200mg,200.0,
668000130,보티옥세틴 20mg,20.0,
668000110,보티옥세틴 20mg,20.0,
668000120,보티옥세틴 20mg,20.0,
651904930,데스벤라팍신 200mg,200.0,
645306320,데스벤라팍신 200mg,200.0,
651904940,데스벤라팍신 200mg,200.0,
644308810,암로디핀 10mg,10.0,
656700710,로바스타틴 80mg,80.0,
660700360,로바스타틴 80mg,80.0,
669901090,로바스타틴 80mg,80.0,
665002760,"메트포르민염산염 2,000mg",2000.0,
670501860,"메트포르민염산염 2,000mg",2000.0,
646004880,"메트포르민염산염 2,000mg",2000.0,
57700610,"메트포르민염산염 2,000mg",2000.0,
698504180,"메트포르민염산염 2,000mg",2000.0,
642706840,"메트포르민염산염 2,000mg",2000.0,
649400780,"메트포르민염산염 2,000mg",2000.0,
648508000,"메트포르민염산염 2,000mg",2000.0,
664602650,피오글리타존 30mg,30.0,
621802130,피오글리타존 30mg,30.0,
52700300,피오글리타존 30mg,30.0,
649000010,피오글리타존 30mg,30.0,
645101980,피오글리타존 30mg,30.0,
665505020,피오글리타존 30mg,30.0,
648504200,피오글리타존 30mg,30.0,
647205200,플루옥세틴 80mg,80.0,
640901270,플루옥세틴 80mg,80.0,
57700520,플루옥세틴 80mg,80.0,
657806600,플루옥세틴 80mg,80.0,
628901510,플루옥세틴 80mg,80.0,
649002380,플루옥세틴 80mg,80.0,
670103210,올메사르탄메독소밀 40mg,40.0,
657804640,올메사르탄메독소밀 40mg,40.0,
660702450,올메사르탄메독소밀 40mg,40.0,
670400970,올메사르탄메독소밀 40mg,40.0,
649101960,올메사르탄메독소밀 40mg,40.0,
654005240,올메사르탄메독소밀 40mg,40.0,
696601970,올메사르탄메독소밀 40mg,40.0,
649605530,올메사르탄메독소밀 40mg,40.0,
60500650,올메사르탄메독소밀 40mg,40.0,
693901550,올메사르탄메독소밀 40mg,40.0,
60500640,올메사르탄메독소밀 40mg,40.0,
650302750,올메사르탄메독소밀 40mg,40.0,
625200670,올메사르탄메독소밀 40mg,40.0,
657804630,올메사르탄메독소밀 40mg,40.0,
654005250,올메사르탄메독소밀 40mg,40.0,
669906520,올메사르탄메독소밀 40mg,40.0,
670104660,올메사르탄메독소밀 40mg,40.0,
693901570,올메사르탄메독소밀 40mg,40.0,
645404090,올메사르탄메독소밀 40mg,40.0,
654005230,올메사르탄메독소밀 40mg,40.0,
60500660,올메사르탄메독소밀 40mg,40.0,
664900390,암로디핀 10mg,10.0,
678600980,암로디핀 10mg,10.0,
641802290,에스암로디핀 5mg,5.0,
657805370,에스암로디핀 5mg,5.0,
648203590,에스암로디핀 5mg,5.0,
690302080,멜록시캄 15mg,15.0,
54801160,멜록시캄 15mg,15.0,
60500730,멜록시캄 15mg,15.0,
643903490,멜록시캄 15mg,15.0,
645404000,멜록시캄 15mg,15.0,
694000480,멜록시캄 15mg,15.0,
653402660,멜록시캄 15mg,15.0,
697100950,멜록시캄 15mg,15.0,
698002050,멜록시캄 15mg,15.0,
54801170,멜록시캄 15mg,15.0,
651203600,피타바스타틴칼슘 4mg,4.0,
653701940,피타바스타틴칼슘 4mg,4.0,
653805290,피타바스타틴칼슘 4mg,4.0,
693201980,피타바스타틴칼슘 4mg,4.0,
628901540,피타바스타틴칼슘 4mg,4.0,
670502030,피타바스타틴칼슘 4mg,4.0,
662504460,피타바스타틴칼슘 4mg,4.0,
59000670,피타바스타틴칼슘 4mg,4.0,
646803110,피타바스타틴칼슘 4mg,4.0,
649702690,피타바스타틴칼슘 4mg,4.0,
622804650,피타바스타틴칼슘 4mg,4.0,
73000180,피타바스타틴칼슘 4mg,4.0,
647304300,피타바스타틴칼슘 4mg,4.0,
694204590,솔리페나신숙신산염 10mg,10.0,
656004480,솔리페나신숙신산염 10mg,10.0,
643104240,솔리페나신숙신산염 10mg,10.0,
52400130,솔리페나신숙신산염 10mg,10.0,
642306950,솔리페나신숙신산염 10mg,10.0,
663607050,솔리페나신숙신산염 10mg,10.0,
652606260,솔리페나신숙신산염 10mg,10.0,
625201200,솔리페나신숙신산염 10mg,10.0,
650303800,솔리페나신숙신산염 10mg,10.0,
671702220,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
671702220,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
671702200,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
671702200,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
671704620,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300.0,
671704620,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
647300020,플루옥세틴 80mg,80.0,
642501600,멜록시캄 15mg,15.0,
642501610,멜록시캄 15mg,15.0,
652606940,시메티딘 2.4g,2400.0,
625202290,메만틴염산염 20mg,20.0,
52701450,프레가발린 600mg,600.0,
52701460,프레가발린 600mg,600.0,
640007860,프레가발린 600mg,600.0,
73400260,프레가발린 600mg,600.0,
653806240,발사르탄 320mg,320.0,
658602820,발사르탄 320mg,320.0,
645306220,파록세틴 60mg,60.0,
642001180,파록세틴 60mg,60.0,
690301940,리스페리돈 16mg,16.0,
53300860,리스페리돈 16mg,16.0,
670402250,리스페리돈 16mg,16.0,
649002320,리스페리돈 16mg,16.0,
657807220,리스페리돈 16mg,16.0,
647304230,리스페리돈 16mg,16.0,
698004520,리스페리돈 16mg,16.0,
649002330,리스페리돈 16mg,16.0,
657807230,리스페리돈 16mg,16.0,
647304220,리스페리돈 16mg,16.0,
698502230,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
658501930,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
628800550,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
651202210,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
694001150,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
662503470,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
656004500,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
649103540,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
693902640,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
647204820,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
689000610,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
654701960,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
658106490,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
57600180,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
678601580,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
649001420,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
623006480,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
670502210,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
649806810,졸피뎀타르타르산염 10mg,10.0,
642003570,가바펜틴 3600mg,3600.0,
678600850,가바펜틴 3600mg,3600.0,
671706140,가바펜틴 3600mg,3600.0,
677100500,가바펜틴 3600mg,3600.0,
644603330,가바펜틴 3600mg,3600.0,
645208810,가바펜틴 3600mg,3600.0,
625201160,가바펜틴 3600mg,3600.0,
661604560,가바펜틴 3600mg,3600.0,
621802910,가바펜틴 3600mg,3600.0,
647204990,가바펜틴 3600mg,3600.0,
669502310,가바펜틴 3600mg,3600.0,
669805100,가바펜틴 3600mg,3600.0,
647303620,가바펜틴 3600mg,3600.0,
649104240,가바펜틴 3600mg,3600.0,
628901170,가바펜틴 3600mg,3600.0,
665507070,가바펜틴 3600mg,3600.0,
629701550,가바펜틴 3600mg,3600.0,
55101140,가바펜틴 3600mg,3600.0,
669907460,가바펜틴 3600mg,3600.0,
647303770,솔리페나신숙신산염 10mg,10.0,
57000270,솔리페나신숙신산염 10mg,10.0,
59000560,솔리페나신숙신산염 10mg,10.0,
670502120,솔리페나신숙신산염 10mg,10.0,
647204570,솔리페나신숙신산염 10mg,10.0,
73000360,솔리페나신숙신산염 10mg,10.0,
655404500,솔리페나신숙신산염 10mg,10.0,
698003540,나프토피딜 75mg,75.0,
693902590,나프토피딜 75mg,75.0,
653403850,나프토피딜 75mg,75.0,
649103560,나프토피딜 75mg,75.0,
622804050,나프토피딜 75mg,75.0,
658604250,나프토피딜 75mg,75.0,
650205440,나프토피딜 75mg,75.0,
73000950,나프토피딜 75mg,75.0,
642502900,프란루카스트수화물 450mg,450.0,
642501730,카르베딜롤 100mg,100.0,
642501740,카르베딜롤 100mg,100.0,
642506750,카르베딜롤 100mg,100.0,
642505260,로사르탄칼륨 100mg,100.0,
642503350,로사르탄칼륨 100mg,100.0,
642306770,프레가발린 600mg,600.0,
662503650,프레가발린 600mg,600.0,
628900860,프레가발린 600mg,600.0,
660702960,프레가발린 600mg,600.0,
669502180,프레가발린 600mg,600.0,
659901170,프레가발린 600mg,600.0,
622802450,프레가발린 600mg,600.0,
644603740,프레가발린 600mg,600.0,
647204600,프레가발린 600mg,600.0,
55101220,프레가발린 600mg,600.0,
658107080,프레가발린 600mg,600.0,
58200230,프레가발린 600mg,600.0,
664901040,로수바스타틴 20mg,20.0,
655403170,로수바스타틴 20mg,20.0,
628800380,로수바스타틴 20mg,20.0,
52400140,로수바스타틴 20mg,20.0,
645405220,로수바스타틴 20mg,20.0,
642307310,로수바스타틴 20mg,20.0,
670501330,로수바스타틴 20mg,20.0,
689000760,로수바스타틴 20mg,20.0,
622803640,로수바스타틴 20mg,20.0,
649702270,로수바스타틴 20mg,20.0,
57700260,로수바스타틴 20mg,20.0,
54800360,로수바스타틴 20mg,20.0,
653103540,로수바스타틴 20mg,20.0,
662600960,로수바스타틴 20mg,20.0,
661605270,로수바스타틴 20mg,20.0,
641502750,로수바스타틴 20mg,20.0,
658107490,가바펜틴 3600mg,3600.0,
58200440,가바펜틴 3600mg,3600.0,
648604030,가바펜틴 3600mg,3600.0,
641907530,가바펜틴 3600mg,3600.0,
674402090,가바펜틴 3600mg,3600.0,
679601320,가바펜틴 3600mg,3600.0,
54800950,가바펜틴 3600mg,3600.0,
660703470,가바펜틴 3600mg,3600.0,
622804270,가바펜틴 3600mg,3600.0,
657503660,가바펜틴 3600mg,3600.0,
670502180,가바펜틴 3600mg,3600.0,
60500300,가바펜틴 3600mg,3600.0,
73000930,가바펜틴 3600mg,3600.0,
642003590,가바펜틴 3600mg,3600.0,
656700140,가바펜틴 3600mg,3600.0,
658200090,가바펜틴 3600mg,3600.0,
678600860,가바펜틴 3600mg,3600.0,
671706150,가바펜틴 3600mg,3600.0,
628901570,에스시탈로프람 20mg,20.0,
73001430,에스시탈로프람 20mg,20.0,
647301590,에스시탈로프람 20mg,20.0,
642506610,발사르탄 320mg,320.0,
642506480,발사르탄 320mg,320.0,
642506620,발사르탄 320mg,320.0,
642505190,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
642505210,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
647303910,메만틴염산염 20mg,20.0,
642505200,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
698504670,에스암로디핀 5mg,5.0,
649105550,피타바스타틴칼슘 4mg,4.0,
649105510,피타바스타틴칼슘 4mg,4.0,
52401430,암로디핀 10mg,10.0,
669906510,올메사르탄메독소밀 40mg,40.0,
654305390,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
646005450,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
652105690,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
645405460,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
647303560,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
656004970,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
657806370,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
649104230,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
644602960,로수바스타틴 20mg,20.0,
629700400,로수바스타틴 20mg,20.0,
648203720,로수바스타틴 20mg,20.0,
696601160,로수바스타틴 20mg,20.0,
641704650,로수바스타틴 20mg,20.0,
645702150,로수바스타틴 20mg,20.0,
664901050,로수바스타틴 20mg,20.0,
655403160,로수바스타틴 20mg,20.0,
655604590,로수바스타틴 20mg,20.0,
670401170,로수바스타틴 20mg,20.0,
661904690,로수바스타틴 20mg,20.0,
661604760,로수바스타틴 20mg,20.0,
52400150,로수바스타틴 20mg,20.0,
665506910,로수바스타틴 20mg,20.0,
52701200,로수바스타틴 20mg,20.0,
645405210,로수바스타틴 20mg,20.0,
53600780,로수바스타틴 20mg,20.0,
643203010,로수바스타틴 20mg,20.0,
622803290,로수바스타틴 20mg,20.0,
670501240,로수바스타틴 20mg,20.0,
642307300,로수바스타틴 20mg,20.0,
689000790,로수바스타틴 20mg,20.0,
651300920,로수바스타틴 20mg,20.0,
628901100,로수바스타틴 20mg,20.0,
641705430,로수바스타틴 20mg,20.0,
642706870,로수바스타틴 20mg,20.0,
652604150,로수바스타틴 20mg,20.0,
641805730,로수바스타틴 20mg,20.0,
652105040,로수바스타틴 20mg,20.0,
644603040,로수바스타틴 20mg,20.0,
660703580,올메사르탄메독소밀 40mg/로수바스타틴 20mg,20.0,
693202320,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
669907960,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
657308360,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
658108020,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
649104860,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
657807370,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
625202030,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
660703560,올메사르탄메독소밀 40mg/로수바스타틴 20mg,40.0,
649807660,로수바스타틴 20mg/발사르탄 320mg,320.0,
646005070,로수바스타틴 20mg/발사르탄 320mg,320.0,
649104870,로수바스타틴 20mg/발사르탄 320mg,320.0,
648603060,솔리페나신숙신산염 10mg,10.0,
649807260,솔리페나신숙신산염 10mg,10.0,
649507540,솔리페나신숙신산염 10mg,10.0,
694001420,솔리페나신숙신산염 10mg,10.0,
693902580,솔리페나신숙신산염 10mg,10.0,
653403200,솔리페나신숙신산염 10mg,10.0,
651204250,솔리페나신숙신산염 10mg,10.0,
657805500,솔리페나신숙신산염 10mg,10.0,
658202730,솔리페나신숙신산염 10mg,10.0,
665506660,솔리페나신숙신산염 10mg,10.0,
654305030,솔리페나신숙신산염 10mg,10.0,
658603260,솔리페나신숙신산염 10mg,10.0,
649102510,솔리페나신숙신산염 10mg,10.0,
646003920,솔리페나신숙신산염 10mg,10.0,
669804660,솔리페나신숙신산염 10mg,10.0,
640903120,솔리페나신숙신산염 10mg,10.0,
698502970,솔리페나신숙신산염 10mg,10.0,
644003750,솔리페나신숙신산염 10mg,10.0,
670104110,솔리페나신숙신산염 10mg,10.0,
671703560,프레가발린 600mg,600.0,
647303740,프레가발린 600mg,600.0,
671703550,프레가발린 600mg,600.0,
647303750,프레가발린 600mg,600.0,
671705860,프레가발린 600mg,600.0,
657203240,파록세틴 60mg,60.0,
657203270,설트랄린 200mg,200.0,
657203280,설트랄린 200mg,200.0,
641806980,네비보롤 10mg,10.0,
641806960,네비보롤 10mg,10.0,
641806970,네비보롤 10mg,10.0,
669907330,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
698503970,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
640903770,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
648104220,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
653404260,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
644004030,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
655404050,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
694205680,로수바스타틴 20mg,20.0,
649702260,로수바스타틴 20mg,20.0,
57700310,로수바스타틴 20mg,20.0,
54800380,로수바스타틴 20mg,20.0,
57600310,로수바스타틴 20mg,20.0,
679601220,로수바스타틴 20mg,20.0,
649001190,로수바스타틴 20mg,20.0,
625501120,로수바스타틴 20mg,20.0,
662600860,로수바스타틴 20mg,20.0,
59600290,로수바스타틴 20mg,20.0,
641502740,로수바스타틴 20mg,20.0,
651300930,로수바스타틴 20mg,20.0,
628900990,로수바스타틴 20mg,20.0,
642706860,로수바스타틴 20mg,20.0,
656702110,로수바스타틴 20mg,20.0,
640902920,로수바스타틴 20mg,20.0,
652603890,로수바스타틴 20mg,20.0,
641804760,로수바스타틴 20mg,20.0,
652104650,로수바스타틴 20mg,20.0,
670303180,로수바스타틴 20mg,20.0,
646203700,로수바스타틴 20mg,20.0,
629700390,로수바스타틴 20mg,20.0,
658603120,로수바스타틴 20mg,20.0,
625200960,로수바스타틴 20mg,20.0,
641704660,로수바스타틴 20mg,20.0,
645702160,로수바스타틴 20mg,20.0,
662503720,로수바스타틴 20mg,20.0,
645702140,로수바스타틴 20mg,20.0,
655403180,로수바스타틴 20mg,20.0,
628800360,로수바스타틴 20mg,20.0,
674401250,로수바스타틴 20mg,20.0,
661604750,로수바스타틴 20mg,20.0,
621802890,로수바스타틴 20mg,20.0,
670401450,로수바스타틴 20mg,20.0,
647204350,로수바스타틴 20mg,20.0,
52701190,로수바스타틴 20mg,20.0,
645405200,로수바스타틴 20mg,20.0,
53600770,로수바스타틴 20mg,20.0,
642307290,로수바스타틴 20mg,20.0,
670501320,로수바스타틴 20mg,20.0,
52401140,로수바스타틴 20mg,20.0,
689000800,로수바스타틴 20mg,20.0,
649702250,로수바스타틴 20mg,20.0,
57700240,로수바스타틴 20mg,20.0,
649605260,로수바스타틴 20mg,20.0,
622804040,로수바스타틴 20mg,20.0,
679601230,로수바스타틴 20mg,20.0,
628901560,에스시탈로프람 20mg,20.0,
669805540,에스시탈로프람 20mg,20.0,
674402040,에스시탈로프람 20mg,20.0,
657807280,에스시탈로프람 20mg,20.0,
73001420,에스시탈로프람 20mg,20.0,
657307720,에스시탈로프람 20mg,20.0,
642003450,에스시탈로프람 20mg,20.0,
669501940,에스시탈로프람 20mg,20.0,
647302690,암로디핀 10mg,10.0,
647303840,암로디핀 10mg,10.0,
671700730,아테놀롤 100mg,100.0,
647300240,로사르탄칼륨 100mg,100.0,
647301420,로사르탄칼륨 100mg,100.0,
671702810,발사르탄 320mg,320.0,
642100960,칸데사르탄실렉세틸 32mg,32.0,
656005240,에토리콕시브 30mg,30.0,
642506530,나프토피딜 75mg,75.0,
642506510,나프토피딜 75mg,75.0,
645900370,록소프로펜나트륨 180mg,180.0,
651601610,록소프로펜나트륨 180mg,180.0,
650303190,록소프로펜나트륨 180mg,180.0,
657202370,록소프로펜나트륨 180mg,180.0,
658501900,록소프로펜나트륨 180mg,180.0,
643500600,록소프로펜나트륨 180mg,180.0,
678600560,록소프로펜나트륨 180mg,180.0,
644602990,록소프로펜나트륨 180mg,180.0,
658202900,록소프로펜나트륨 180mg,180.0,
625200060,록소프로펜나트륨 180mg,180.0,
664901130,록소프로펜나트륨 180mg,180.0,
674400680,록소프로펜나트륨 180mg,180.0,
662503170,록소프로펜나트륨 180mg,180.0,
679801460,록소프로펜나트륨 180mg,180.0,
629700540,록소프로펜나트륨 180mg,180.0,
671801450,록소프로펜나트륨 180mg,180.0,
669500140,록소프로펜나트륨 180mg,180.0,
644102220,록소프로펜나트륨 180mg,180.0,
648203690,록소프로펜나트륨 180mg,180.0,
625800280,록소프로펜나트륨 180mg,180.0,
657502420,록소프로펜나트륨 180mg,180.0,
653102810,록소프로펜나트륨 180mg,180.0,
642306400,록소프로펜나트륨 180mg,180.0,
650201160,록소프로펜나트륨 180mg,180.0,
669700100,록소프로펜나트륨 180mg,180.0,
54800390,로수바스타틴 20mg,20.0,
653103530,로수바스타틴 20mg,20.0,
623005810,록소프로펜나트륨 180mg,180.0,
679601190,록소프로펜나트륨 180mg,180.0,
58200160,록소프로펜나트륨 180mg,180.0,
58800170,록소프로펜나트륨 180mg,180.0,
59000130,록소프로펜나트륨 180mg,180.0,
52401660,록소프로펜나트륨 180mg,180.0,
673400210,록소프로펜나트륨 180mg,180.0,
55102250,록소프로펜나트륨 180mg,180.0,
54800850,록소프로펜나트륨 180mg,180.0,
57600660,록소프로펜나트륨 180mg,180.0,
662601110,록소프로펜나트륨 180mg,180.0,
59600230,록소프로펜나트륨 180mg,180.0,
60500410,록소프로펜나트륨 180mg,180.0,
663300930,멜록시캄 15mg,15.0,
664901030,멜록시캄 15mg,15.0,
658203090,멜록시캄 15mg,15.0,
643903480,멜록시캄 15mg,15.0,
649000100,멜록시캄 15mg,15.0,
645404010,멜록시캄 15mg,15.0,
669700080,멜록시캄 15mg,15.0,
621801940,멜록시캄 15mg,15.0,
652600720,멜록시캄 15mg,15.0,
52700720,멜록시캄 15mg,15.0,
55100440,멜록시캄 15mg,15.0,
694000470,멜록시캄 15mg,15.0,
684501070,멜록시캄 15mg,15.0,
57600300,로수바스타틴 20mg,20.0,
625501130,로수바스타틴 20mg,20.0,
640904000,로수바스타틴 20mg,20.0,
662600870,로수바스타틴 20mg,20.0,
59600300,로수바스타틴 20mg,20.0,
651300910,로수바스타틴 20mg,20.0,
652904620,로수바스타틴 20mg,20.0,
670502200,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
73000650,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
693902730,이르베사르탄 300mg/히드로클로로티아지드 25mg,300.0,
651903470,이르베사르탄 300mg/히드로클로로티아지드 25mg,300.0,
653005050,이르베사르탄 300mg/히드로클로로티아지드 25mg,300.0,
693902720,이르베사르탄 300mg/히드로클로로티아지드 25mg,300.0,
653005040,이르베사르탄 300mg/히드로클로로티아지드 25mg,300.0,
671705180,솔리페나신숙신산염 10mg,10.0,
671705170,솔리페나신숙신산염 10mg,10.0,
671705290,나프토피딜 75mg,75.0,
647300250,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
671704140,올메사르탄메독소밀 40mg,40.0,
671704150,올메사르탄메독소밀 40mg,40.0,
671700760,암로디핀 10mg,10.0,
658202670,암로디핀 10mg/올메사르탄메독소밀 40mg,40.0,
658204200,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
658204170,암로디핀 10mg/올메사르탄메독소밀 40mg/히드로클로로티아지드 25mg,40.0,
670502300,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100.0,
642503410,시클로세린 1g,1000.0,
684501310,로수바스타틴 20mg,20.0,
661604140,록소프로펜나트륨 180mg,180.0,
674100980,록소프로펜나트륨 180mg,180.0,
654302150,록소프로펜나트륨 180mg,180.0,
52700650,록소프로펜나트륨 180mg,180.0,
697100310,록소프로펜나트륨 180mg,180.0,
684501180,록소프로펜나트륨 180mg,180.0,
670400780,록소프로펜나트륨 180mg,180.0,
669604560,록소프로펜나트륨 180mg,180.0,
643202830,록소프로펜나트륨 180mg,180.0,
647204160,록소프로펜나트륨 180mg,180.0,
694204950,록소프로펜나트륨 180mg,180.0,
53600160,록소프로펜나트륨 180mg,180.0,
628901000,록소프로펜나트륨 180mg,180.0,
645405240,록소프로펜나트륨 180mg,180.0,
656202380,록소프로펜나트륨 180mg,180.0,
649001840,록소프로펜나트륨 180mg,180.0,
689000500,록소프로펜나트륨 180mg,180.0,
690300530,록소프로펜나트륨 180mg,180.0,
670501340,록소프로펜나트륨 180mg,180.0,
656702030,록소프로펜나트륨 180mg,180.0,
649702090,록소프로펜나트륨 180mg,180.0,
652904330,록소프로펜나트륨 180mg,180.0,
53300610,록소프로펜나트륨 180mg,180.0,
658106780,록소프로펜나트륨 180mg,180.0,
642004390,록소프로펜나트륨 180mg,180.0,
57000120,록소프로펜나트륨 180mg,180.0,
57700380,록소프로펜나트륨 180mg,180.0,
669905880,멜록시캄 15mg,15.0,
649400760,멜록시캄 15mg,15.0,
654301070,멜록시캄 15mg,15.0,
669501600,멜록시캄 15mg,15.0,
