주성분코드,성분명,제형,id
B82900ATB,thiamine nitrate(3배산),"정제,저작정 ",35305
B82900ATB,tocopherol acetate,"정제,저작정 ",35306
B82900ATB,yeast molybden,"정제,저작정 ",35307
B82900ATB,yeast selenium,"정제,저작정 ",35308
B82900ATB,zinc sulfate monohydrate,"정제,저작정 ",35309
B82900ATB,β-carotene,"정제,저작정 ",35310
B83000ATB,ascorbic acid,"정제,저작정 ",35311
B83000ATB,biotin,"정제,저작정 ",35312
B83000ATB,calcium pantothenate,"정제,저작정 ",35313
B83000ATB,cupric oxide,"정제,저작정 ",35314
B83000ATB,cyanocobalamin,"정제,저작정 ",35315
B83000ATB,dibasic calcium phosphate,"정제,저작정 ",35316
B83000ATB,ergocalciferol granule,"정제,저작정 ",35317
B83000ATB,ferrous fumarate,"정제,저작정 ",35318
B83000ATB,folic acid,"정제,저작정 ",35319
B83000ATB,magnesium oxide,"정제,저작정 ",35320
B83000ATB,manganese sulfate,"정제,저작정 ",35321
B83000ATB,nicotinamide,"정제,저작정 ",35322
B83000ATB,potassium chloride,"정제,저작정 ",35323
B83000ATB,potassium iodide,"정제,저작정 ",35324
B83000ATB,pyridoxine hydrochloride,"정제,저작정 ",35325
B83000ATB,retinol acetate granule,"정제,저작정 ",35326
B83000ATB,riboflavin,"정제,저작정 ",35327
B83000ATB,thiamine nitrate(3배산),"정제,저작정 ",35328
B83000ATB,tocopherol acetate,"정제,저작정 ",35329
B83000ATB,yeast molybden,"정제,저작정 ",35330
B83000ATB,yeast selenium,"정제,저작정 ",35331
B83000ATB,zinc sulfate monohydrate,"정제,저작정 ",35332
B83200ATB,anhydrous dibasic calcium phosphate,"정제,저작정 ",35333
B83200ATB,ascorbic acid,"정제,저작정 ",35334
B83200ATB,calcium pantothenate,"정제,저작정 ",35335
B83200ATB,cholecalciferol gr.,"정제,저작정 ",35336
B83200ATB,cupric oxide,"정제,저작정 ",35337
B83200ATB,cyanocobalamin,"정제,저작정 ",35338
B83200ATB,ferrous fumarate,"정제,저작정 ",35339
B83200ATB,folic acid,"정제,저작정 ",35340
B83200ATB,fursultiamine,"정제,저작정 ",35341
B83200ATB,magnesium oxide,"정제,저작정 ",35342
B83200ATB,manganese sulfate,"정제,저작정 ",35343
B83200ATB,nicotinamide,"정제,저작정 ",35344
B83200ATB,oryzanol(γ),"정제,저작정 ",35345
B83200ATB,potassium sulfate,"정제,저작정 ",35346
B83200ATB,pyridoxine HCl,"정제,저작정 ",35347
B83200ATB,riboflavin butyrate,"정제,저작정 ",35348
B83200ATB,tocopherol acetate,"정제,저작정 ",35349
B83200ATB,ubidecarenone,"정제,저작정 ",35350
B83200ATB,ursodeoxycholic acid,"정제,저작정 ",35351
B83200ATB,yeast selenium,"정제,저작정 ",35352
B83200ATB,zinc oxide,"정제,저작정 ",35353
B83200ATB,β-carotene,"정제,저작정 ",35354
B83400ATB,ascorbic acid coated,"정제,저작정 ",35355
B83400ATB,biotin,"정제,저작정 ",35356
B83400ATB,calcium pantothenate,"정제,저작정 ",35357
B83400ATB,chromic chloride,"정제,저작정 ",35358
B83400ATB,cupric sulfate anhydrous,"정제,저작정 ",35359
B83400ATB,cyanocobalamin,"정제,저작정 ",35360
B83400ATB,ergocalciferol,"정제,저작정 ",35361
B83400ATB,folic acid,"정제,저작정 ",35362
B83400ATB,magnesium oxide,"정제,저작정 ",35363
B83400ATB,manganese sulfate,"정제,저작정 ",35364
B83400ATB,nicotinamide,"정제,저작정 ",35365
B83400ATB,potassium chloride,"정제,저작정 ",35366
B83400ATB,potassium citrate,"정제,저작정 ",35367
B83400ATB,potassium iodide,"정제,저작정 ",35368
B83400ATB,pyridoxine hydrochloride,"정제,저작정 ",35369
B83400ATB,retinol palmitate granule,"정제,저작정 ",35370
B83400ATB,riboflavin,"정제,저작정 ",35371
B83400ATB,sodium molybdate,"정제,저작정 ",35372
B83400ATB,thiamine nitrate,"정제,저작정 ",35373
B83400ATB,tocopherol acetate,"정제,저작정 ",35374
B83400ATB,yeast selenium,"정제,저작정 ",35375
B83400ATB,zinc sulfate,"정제,저작정 ",35376
B83600ATB,ascorbic acid,"정제,저작정 ",35377
B83600ATB,biotin,"정제,저작정 ",35378
B83600ATB,calcium pantothenate,"정제,저작정 ",35379
B83600ATB,cholecalciferol powder,"정제,저작정 ",35380
B83600ATB,cupric sulfate,"정제,저작정 ",35381
B83600ATB,cyanocobalamin,"정제,저작정 ",35382
B83600ATB,dibasic calcium phosphate,"정제,저작정 ",35383
B83600ATB,ferrous fumarate,"정제,저작정 ",35384
B83600ATB,folic acid,"정제,저작정 ",35385
B83600ATB,magnesium oxide,"정제,저작정 ",35386
B83600ATB,manganese sulfate,"정제,저작정 ",35387
B83600ATB,nicotinamide ascorbate,"정제,저작정 ",35388
B83600ATB,phytonadione,"정제,저작정 ",35389
B83600ATB,potassium chloride,"정제,저작정 ",35390
B83600ATB,potassium iodide,"정제,저작정 ",35391
B83600ATB,pyridoxine HCl,"정제,저작정 ",35392
B83600ATB,retinol acetate,"정제,저작정 ",35393
B83600ATB,riboflavin,"정제,저작정 ",35394
B83600ATB,sodium molybdate,"정제,저작정 ",35395
B83600ATB,sodium selenate,"정제,저작정 ",35396
B83600ATB,thiamine nitrate,"정제,저작정 ",35397
B83600ATB,tocopherol acetate,"정제,저작정 ",35398
B83600ATB,zinc sulfate,"정제,저작정 ",35399
B83700ATB,ascorbic acid,"정제,저작정 ",35400
B83700ATB,biotin,"정제,저작정 ",35401
B83700ATB,calcium pantothenate,"정제,저작정 ",35402
B83700ATB,chromic chloride,"정제,저작정 ",35403
B83700ATB,cupric oxide,"정제,저작정 ",35404
B83700ATB,cyanocobalamin,"정제,저작정 ",35405
B83700ATB,ergocalciferol granule,"정제,저작정 ",35406
B83700ATB,ferrous fumarate,"정제,저작정 ",35407
B83700ATB,folic acid,"정제,저작정 ",35408
B83700ATB,magnesium oxide,"정제,저작정 ",35409
B83700ATB,manganese sulfate,"정제,저작정 ",35410
B83700ATB,nicotinamide,"정제,저작정 ",35411
B83700ATB,potassium chloride,"정제,저작정 ",35412
B83700ATB,potassium iodide,"정제,저작정 ",35413
B83700ATB,pyridoxine hydrochloride,"정제,저작정 ",35414
B83700ATB,retinol palmitate granule,"정제,저작정 ",35415
B83700ATB,riboflavin,"정제,저작정 ",35416
B83700ATB,sodium molybdate,"정제,저작정 ",35417
B83700ATB,thiamine nitrate,"정제,저작정 ",35418
B83700ATB,tocopherol acetate,"정제,저작정 ",35419
B83700ATB,tricalcium phosphate,"정제,저작정 ",35420
B83700ATB,yeast selenium,"정제,저작정 ",35421
B83700ATB,zinc oxide,"정제,저작정 ",35422
B83800ATB,anhydrous dibasic calcium phosphate,"정제,저작정 ",35423
B83800ATB,ascorbic acid,"정제,저작정 ",35424
B83800ATB,biotin,"정제,저작정 ",35425
B83800ATB,calcium pantothenate,"정제,저작정 ",35426
B83800ATB,cholecalciferol granule,"정제,저작정 ",35427
B83800ATB,chromic chloride,"정제,저작정 ",35428
B83800ATB,cupric sulfate anhydrous,"정제,저작정 ",35429
B83800ATB,cyanocobalamin,"정제,저작정 ",35430
B83800ATB,dried retinol acetate,"정제,저작정 ",35431
B83800ATB,ferrous fumarate,"정제,저작정 ",35432
B83800ATB,folic acid,"정제,저작정 ",35433
B83800ATB,magnesium oxide,"정제,저작정 ",35434
B83800ATB,manganese sulfate,"정제,저작정 ",35435
B83800ATB,nicotinamide ascorbate,"정제,저작정 ",35436
B83800ATB,potassium chloride,"정제,저작정 ",35437
B83800ATB,potassium iodide,"정제,저작정 ",35438
B83800ATB,pyridoxine hydrochloride,"정제,저작정 ",35439
B83800ATB,riboflavin,"정제,저작정 ",35440
B83800ATB,sodium molybdate,"정제,저작정 ",35441
B83800ATB,thiamine nitrate,"정제,저작정 ",35442
B83800ATB,tocopherol acetate,"정제,저작정 ",35443
B83800ATB,yeast selenium,"정제,저작정 ",35444
B83800ATB,zinc sulfate,"정제,저작정 ",35445
B83900ATB,ascorbic acid coated,"정제,저작정 ",35446
B83900ATB,biotin,"정제,저작정 ",35447
B83900ATB,calcium pantothenate,"정제,저작정 ",35448
B83900ATB,chromic chloride,"정제,저작정 ",35449
B83900ATB,cupric sulfate,"정제,저작정 ",35450
B83900ATB,cyanocobalamin,"정제,저작정 ",35451
B83900ATB,dried retinol palmitate,"정제,저작정 ",35452
B83900ATB,ergocalciferol,"정제,저작정 ",35453
B83900ATB,ferrous fumarate,"정제,저작정 ",35454
B83900ATB,folic acid,"정제,저작정 ",35455
B83900ATB,magnesium oxide,"정제,저작정 ",35456
B83900ATB,manganese sulfate,"정제,저작정 ",35457
B83900ATB,nicotinamide,"정제,저작정 ",35458
B83900ATB,potassium chloride,"정제,저작정 ",35459
B83900ATB,potassium citrate,"정제,저작정 ",35460
B83900ATB,potassium iodide,"정제,저작정 ",35461
B83900ATB,pyridoxine hydrochloride,"정제,저작정 ",35462
B83900ATB,riboflavin,"정제,저작정 ",35463
B83900ATB,sodium molybdate,"정제,저작정 ",35464
B83900ATB,thiamine nitrate,"정제,저작정 ",35465
B83900ATB,tocopherol acetate,"정제,저작정 ",35466
B83900ATB,yeast selenium,"정제,저작정 ",35467
B83900ATB,zinc sulfate,"정제,저작정 ",35468
B84000ACS,ascorbic acid,연질캡슐제 ,35469
B84000ACS,calcium pantothenate,연질캡슐제 ,35470
B84000ACS,choline bitartrate,연질캡슐제 ,35471
B84000ACS,cupric sulfate,연질캡슐제 ,35472
B84000ACS,cyanocobalamin,연질캡슐제 ,35473
B84000ACS,dibasic calcium phosphate,연질캡슐제 ,35474
B84000ACS,ergocalciferol,연질캡슐제 ,35475
B84000ACS,ferrous sulfate,연질캡슐제 ,35476
B84000ACS,folic acid,연질캡슐제 ,35477
B84000ACS,inositol,연질캡슐제 ,35478
B84000ACS,L-methionine,연질캡슐제 ,35479
B84000ACS,magnesium sulfate,연질캡슐제 ,35480
B84000ACS,manganese sulfate,연질캡슐제 ,35481
B84000ACS,nicotinamide,연질캡슐제 ,35482
B84000ACS,potassium iodide,연질캡슐제 ,35483
B84000ACS,potassium sulfate,연질캡슐제 ,35484
B84000ACS,pyridoxine HCl,연질캡슐제 ,35485
B84000ACS,retinol palmitate,연질캡슐제 ,35486
B84000ACS,riboflavin,연질캡슐제 ,35487
B84000ACS,sodium molybdate,연질캡슐제 ,35488
B84000ACS,thiamine HCl,연질캡슐제 ,35489
B84000ACS,tocopherol acetate,연질캡슐제 ,35490
B84000ACS,zinc sulfate,연질캡슐제 ,35491
B84200ATB,ascorbic acid,"정제,저작정 ",35492
B84200ATB,biotin,"정제,저작정 ",35493
B84200ATB,calcium pantothenate,"정제,저작정 ",35494
B84200ATB,cupric oxide,"정제,저작정 ",35495
B84200ATB,cyanocobalamin,"정제,저작정 ",35496
B84200ATB,dibasic calcium phosphate,"정제,저작정 ",35497
B84200ATB,ergocalciferol gr.,"정제,저작정 ",35498
B84200ATB,ferrous fumarate,"정제,저작정 ",35499
B84200ATB,folic acid,"정제,저작정 ",35500
B84200ATB,magnesium oxide,"정제,저작정 ",35501
B84200ATB,manganese sulfate,"정제,저작정 ",35502
B84200ATB,nicotinamide,"정제,저작정 ",35503
B84200ATB,potassium chloride,"정제,저작정 ",35504
B84200ATB,potassium iodide,"정제,저작정 ",35505
B84200ATB,pyridoxine HCl,"정제,저작정 ",35506
B84200ATB,riboflavin,"정제,저작정 ",35507
B84200ATB,sodium molybdate,"정제,저작정 ",35508
B84200ATB,thiamine nitrate,"정제,저작정 ",35509
B84200ATB,tocopherol acetate,"정제,저작정 ",35510
B84200ATB,ubidecarenone,"정제,저작정 ",35511
B84200ATB,yeast selenium,"정제,저작정 ",35512
B84200ATB,zinc oxide,"정제,저작정 ",35513
B84200ATB,β-carotene,"정제,저작정 ",35514
B84300ACS,ascorbic acid,연질캡슐제 ,35515
B84300ACS,biotin,연질캡슐제 ,35516
B84300ACS,calcium pantothenate,연질캡슐제 ,35517
B84300ACS,cholecalciferol concentrated(oily form),연질캡슐제 ,35518
B84300ACS,cupric oxide,연질캡슐제 ,35519
B84300ACS,cyanocobalamin,연질캡슐제 ,35520
B84300ACS,ferrous fumarate,연질캡슐제 ,35521
B84300ACS,folic acid,연질캡슐제 ,35522
B84300ACS,magnesium oxide,연질캡슐제 ,35523
B84300ACS,manganese sulfate,연질캡슐제 ,35524
B84300ACS,nicotinamide,연질캡슐제 ,35525
B84300ACS,γ-oryzanol,연질캡슐제 ,35526
B84300ACS,phytonadione,연질캡슐제 ,35527
B84300ACS,potassium iodide,연질캡슐제 ,35528
B84300ACS,pyridoxine hydrochloride,연질캡슐제 ,35529
B84300ACS,retinol palmitate,연질캡슐제 ,35530
B84300ACS,riboflavin,연질캡슐제 ,35531
B84300ACS,thiamine nitrate,연질캡슐제 ,35532
B84300ACS,tocopherol acetate,연질캡슐제 ,35533
B84300ACS,ubidecarenone,연질캡슐제 ,35534
B84300ACS,yeast chromium,연질캡슐제 ,35535
B84300ACS,yeast selenium,연질캡슐제 ,35536
B84300ACS,zinc oxide,연질캡슐제 ,35537
B84400ATB,biotin,"정제,저작정 ",35538
B84400ATB,calcium pantothenate,"정제,저작정 ",35539
B84400ATB,chromic chloride,"정제,저작정 ",35540
B84400ATB,cupric oxide,"정제,저작정 ",35541
B84400ATB,cyanocobalamin,"정제,저작정 ",35542
B84400ATB,dibasic calcium phosphate,"정제,저작정 ",35543
B84400ATB,ferrous fumarate,"정제,저작정 ",35544
B84400ATB,folic acid,"정제,저작정 ",35545
B84400ATB,magnesium oxide,"정제,저작정 ",35546
B84400ATB,manganese sulfate,"정제,저작정 ",35547
B84400ATB,nicotinamide,"정제,저작정 ",35548
B84400ATB,potassium chloride,"정제,저작정 ",35549
B84400ATB,potassium iodide,"정제,저작정 ",35550
B84400ATB,pyridoxine HCl,"정제,저작정 ",35551
B84400ATB,riboflavin 98% gr.,"정제,저작정 ",35552
B84400ATB,sodium molybdate,"정제,저작정 ",35553
B84400ATB,sodium selenate,"정제,저작정 ",35554
B84400ATB,thiamine nitrate,"정제,저작정 ",35555
B84400ATB,tocopherol acetate gr. 50%,"정제,저작정 ",35556
B84400ATB,vitamin A.D3 acetate gr.,"정제,저작정 ",35557
B84400ATB,vitamin K,"정제,저작정 ",35558
B84400ATB,zinc,"정제,저작정 ",35559
B84400ATB,β-carotene 20% gr.,"정제,저작정 ",35560
B84500ACS,ascorbic acid,연질캡슐제 ,35561
B84500ACS,calcium pantothenate,연질캡슐제 ,35562
B84500ACS,choline bitartrate,연질캡슐제 ,35563
B84500ACS,cupric oxide,연질캡슐제 ,35564
B84500ACS,cyanocobalamin,연질캡슐제 ,35565
B84500ACS,dibasic calcium phosphate,연질캡슐제 ,35566
B84500ACS,dl-methionine,연질캡슐제 ,35567
B84500ACS,ergocalciferol,연질캡슐제 ,35568
B84500ACS,ferrous fumarate,연질캡슐제 ,35569
B84500ACS,folic acid,연질캡슐제 ,35570
B84500ACS,fursultiamine,연질캡슐제 ,35571
B84500ACS,inositol,연질캡슐제 ,35572
B84500ACS,magnesium oxide,연질캡슐제 ,35573
B84500ACS,manganese dioxide,연질캡슐제 ,35574
B84500ACS,nicotinamide,연질캡슐제 ,35575
B84500ACS,potassium iodide,연질캡슐제 ,35576
B84500ACS,potassium sulfate,연질캡슐제 ,35577
B84500ACS,pyridoxine hydrochloride,연질캡슐제 ,35578
B84500ACS,retinol palmitate,연질캡슐제 ,35579
B84500ACS,riboflavin,연질캡슐제 ,35580
B84500ACS,thiamine hydrochloride,연질캡슐제 ,35581
B84500ACS,tocopherol acetate,연질캡슐제 ,35582
B84500ACS,yeast selenium,연질캡슐제 ,35583
B84500ACS,zinc oxide,연질캡슐제 ,35584
B84700ATB,ascorbic acid,"정제,저작정 ",35585
B84700ATB,biotin,"정제,저작정 ",35586
B84700ATB,chromic chloride,"정제,저작정 ",35587
B84700ATB,cupric sulfate,"정제,저작정 ",35588
B84700ATB,cyanocobalamin,"정제,저작정 ",35589
B84700ATB,dibasic calcium phosphate,"정제,저작정 ",35590
B84700ATB,ergocalciferol,"정제,저작정 ",35591
B84700ATB,ferrous fumarate,"정제,저작정 ",35592
B84700ATB,folic acid,"정제,저작정 ",35593
B84700ATB,magnesium oxide,"정제,저작정 ",35594
B84700ATB,manganese sulfate,"정제,저작정 ",35595
B84700ATB,nicotinamide,"정제,저작정 ",35596
B84700ATB,pantothenic acid,"정제,저작정 ",35597
B84700ATB,potassium chloride,"정제,저작정 ",35598
B84700ATB,potassium iodide,"정제,저작정 ",35599
B84700ATB,pyridoxine hydrochloride,"정제,저작정 ",35600
B84700ATB,riboflavin,"정제,저작정 ",35601
B84700ATB,sodium molybdate,"정제,저작정 ",35602
B84700ATB,sodium selenate,"정제,저작정 ",35603
B84700ATB,thiamine nitrate,"정제,저작정 ",35604
B84700ATB,tocopherol,"정제,저작정 ",35605
B84700ATB,vitamin A,"정제,저작정 ",35606
B84700ATB,zinc oxide,"정제,저작정 ",35607
B84700ATB,β-carotene,"정제,저작정 ",35608
B84800ACS,ascorbic acid,연질캡슐제 ,35609
B84800ACS,calcium pantothenate,연질캡슐제 ,35610
B84800ACS,choline bitartrate,연질캡슐제 ,35611
B84800ACS,cyanocobalamin,연질캡슐제 ,35612
B84800ACS,desoxycholic acid,연질캡슐제 ,35613
B84800ACS,ferrous fumarate,연질캡슐제 ,35614
B84800ACS,glutathione(reducted),연질캡슐제 ,35615
B84800ACS,glycine,연질캡슐제 ,35616
B84800ACS,inositol,연질캡슐제 ,35617
B84800ACS,L-arginine,연질캡슐제 ,35618
B84800ACS,L-aspartic acid,연질캡슐제 ,35619
B84800ACS,L-cysteine HCl,연질캡슐제 ,35620
B84800ACS,L-glutamine,연질캡슐제 ,35621
B84800ACS,liver dried ext. conc.,연질캡슐제 ,35622
B84800ACS,liver dried powder,연질캡슐제 ,35623
B84800ACS,L-methionine,연질캡슐제 ,35624
B84800ACS,L-ornithine HCl,연질캡슐제 ,35625
B84800ACS,nicotinamide,연질캡슐제 ,35626
B84800ACS,pyridoxine HCl,연질캡슐제 ,35627
B84800ACS,riboflavin,연질캡슐제 ,35628
B84800ACS,soya lecithin,연질캡슐제 ,35629
B84800ACS,thiamine nitrate,연질캡슐제 ,35630
B84800ACS,thioctic acid,연질캡슐제 ,35631
B84800ACS,tocopherol acetate,연질캡슐제 ,35632
B85000ATB,ascorbic acid,"정제,저작정 ",35633
B85000ATB,biotin,"정제,저작정 ",35634
B85000ATB,calcium carbonate,"정제,저작정 ",35635
B85000ATB,calcium pantothenate,"정제,저작정 ",35636
B85000ATB,chromic chloride,"정제,저작정 ",35637
B85000ATB,cupric oxide,"정제,저작정 ",35638
B85000ATB,cyanocobalamin,"정제,저작정 ",35639
B85000ATB,dibasic calcium phosphate,"정제,저작정 ",35640
B85000ATB,ferrous fumarate,"정제,저작정 ",35641
B85000ATB,folic acid,"정제,저작정 ",35642
B85000ATB,magnesium oxide,"정제,저작정 ",35643
B85000ATB,manganese sulfate,"정제,저작정 ",35644
B85000ATB,nicotinamide,"정제,저작정 ",35645
B85000ATB,phytonadione,"정제,저작정 ",35646
B85000ATB,potassium iodide,"정제,저작정 ",35647
B85000ATB,potassium sulfate,"정제,저작정 ",35648
B85000ATB,pyridoxine HCl,"정제,저작정 ",35649
B85000ATB,riboflavin,"정제,저작정 ",35650
B85000ATB,thiamine nitrate 98% gr.,"정제,저작정 ",35651
B85000ATB,tocopherol acetate,"정제,저작정 ",35652
B85000ATB,vitamin A.D2 acetate gr.,"정제,저작정 ",35653
B85000ATB,zinc oxide,"정제,저작정 ",35654
B85000ATB,β-carotene 20% gr.,"정제,저작정 ",35655
B85100ATB,ascorbic acid gr. 90%,"정제,저작정 ",35656
B85100ATB,biotin,"정제,저작정 ",35657
B85100ATB,calcium pantothenate,"정제,저작정 ",35658
B85100ATB,chromic chloride,"정제,저작정 ",35659
B85100ATB,cupric oxide,"정제,저작정 ",35660
B85100ATB,cyanocobalamin,"정제,저작정 ",35661
B85100ATB,dibasic calcium phosphate,"정제,저작정 ",35662
B85100ATB,ferrous fumarate,"정제,저작정 ",35663
B85100ATB,folic acid,"정제,저작정 ",35664
B85100ATB,magnesium oxide,"정제,저작정 ",35665
B85100ATB,manganese sulfate,"정제,저작정 ",35666
B85100ATB,nicotinamide,"정제,저작정 ",35667
B85100ATB,phytonadione,"정제,저작정 ",35668
B85100ATB,potassium iodide,"정제,저작정 ",35669
B85100ATB,potassium sulfate,"정제,저작정 ",35670
B85100ATB,pyridoxine HCl,"정제,저작정 ",35671
B85100ATB,riboflavin,"정제,저작정 ",35672
B85100ATB,sodium selenate,"정제,저작정 ",35673
B85100ATB,thiamine nitrate 98% gr.,"정제,저작정 ",35674
B85100ATB,tocopherol acetate gr. 50%,"정제,저작정 ",35675
B85100ATB,vitamin A.D3 acetate gr.,"정제,저작정 ",35676
B85100ATB,vitamin D3,"정제,저작정 ",35677
B85100ATB,zinc oxide,"정제,저작정 ",35678
B85100ATB,β-carotene 20% gr.,"정제,저작정 ",35679
B85300ATB,anhydrous dibasic calcium phosphate,"정제,저작정 ",35680
B85300ATB,ascorbic acid,"정제,저작정 ",35681
B85300ATB,biotin,"정제,저작정 ",35682
B85300ATB,calcium pantothenate,"정제,저작정 ",35683
B85300ATB,cholecalciferol granule,"정제,저작정 ",35684
B85300ATB,chromic chloride,"정제,저작정 ",35685
B85300ATB,cupric oxide,"정제,저작정 ",35686
B85300ATB,cyanocobalamin,"정제,저작정 ",35687
B85300ATB,ferrous fumarate,"정제,저작정 ",35688
B85300ATB,folic acid,"정제,저작정 ",35689
B85300ATB,inositol,"정제,저작정 ",35690
B85300ATB,magnesium oxide,"정제,저작정 ",35691
B85300ATB,manganese sulfate,"정제,저작정 ",35692
B85300ATB,nicotinamide(3배산),"정제,저작정 ",35693
B85300ATB,γ-oryzanol,"정제,저작정 ",35694
B85300ATB,phytonadione,"정제,저작정 ",35695
B85300ATB,potassium chloride,"정제,저작정 ",35696
B85300ATB,pyridoxine hydrochloride(3배산),"정제,저작정 ",35697
B85300ATB,retinol palmitate granule,"정제,저작정 ",35698
B85300ATB,riboflavin,"정제,저작정 ",35699
B85300ATB,thiamine nitrate(3배산),"정제,저작정 ",35700
B85300ATB,tocopherol acetate,"정제,저작정 ",35701
B85300ATB,yeast molybden,"정제,저작정 ",35702
B85300ATB,yeast selenium,"정제,저작정 ",35703
B85300ATB,zinc oxide,"정제,저작정 ",35704
B85300ATB,β-carotene,"정제,저작정 ",35705
B85400ATB,angelica gigas root,"정제,저작정 ",35706
B85400ATB,atractylodes rhizome,"정제,저작정 ",35707
B85400ATB,calcium pantothenate,"정제,저작정 ",35708
B85400ATB,calcium tocopherol succinate,"정제,저작정 ",35709
B85400ATB,cinnamon bark,"정제,저작정 ",35710
B85400ATB,citrus unshiu peel,"정제,저작정 ",35711
B85400ATB,clove,"정제,저작정 ",35712
B85400ATB,cnidium rhizome,"정제,저작정 ",35713
B85400ATB,coptis rhizome,"정제,저작정 ",35714
B85400ATB,corydalis tuber,"정제,저작정 ",35715
B85400ATB,cyanocobalamin,"정제,저작정 ",35716
B85400ATB,cyperus rhizome,"정제,저작정 ",35717
B85400ATB,folic acid,"정제,저작정 ",35718
B85400ATB,ginseng,"정제,저작정 ",35719
B85400ATB,glycyrrhiza,"정제,저작정 ",35720
B85400ATB,hoelen,"정제,저작정 ",35721
B85400ATB,moutan root bark,"정제,저작정 ",35722
B85400ATB,nicotinamide,"정제,저작정 ",35723
B85400ATB,peach kernel,"정제,저작정 ",35724
B85400ATB,peony root,"정제,저작정 ",35725
B85400ATB,pyridoxine hydrochloride,"정제,저작정 ",35726
B85400ATB,raw ginger,"정제,저작정 ",35727
B85400ATB,rehmannia root,"정제,저작정 ",35728
B85400ATB,riboflavin,"정제,저작정 ",35729
B85400ATB,senna ext.,"정제,저작정 ",35730
B85400ATB,thiamine nitrate,"정제,저작정 ",35731
B85400ATB,valerian root,"정제,저작정 ",35732
B85600ATB,angelica gigas root,"정제,저작정 ",35733
B85600ATB,atractylodes rhizome,"정제,저작정 ",35734
B85600ATB,calcium pantothenate,"정제,저작정 ",35735
B85600ATB,calcium tocopherol succinate,"정제,저작정 ",35736
B85600ATB,cinnamon bark,"정제,저작정 ",35737
B85600ATB,citrus unshiu peel,"정제,저작정 ",35738
B85600ATB,clove,"정제,저작정 ",35739
B85600ATB,cnidium rhizome,"정제,저작정 ",35740
B85600ATB,coptis rhizome,"정제,저작정 ",35741
B85600ATB,corydalis tuber,"정제,저작정 ",35742
B85600ATB,cyanocobalamin,"정제,저작정 ",35743
B85600ATB,cyperus rhizome,"정제,저작정 ",35744
B85600ATB,folic acid,"정제,저작정 ",35745
B85600ATB,ginseng,"정제,저작정 ",35746
B85600ATB,glycyrrhiza,"정제,저작정 ",35747
B85600ATB,hoelen,"정제,저작정 ",35748
B85600ATB,moutan root bark,"정제,저작정 ",35749
B85600ATB,nicotinamide,"정제,저작정 ",35750
B85600ATB,peach kernel,"정제,저작정 ",35751
B85600ATB,peony root,"정제,저작정 ",35752
B85600ATB,pyridoxine hydrochloride,"정제,저작정 ",35753
B85600ATB,raw ginger,"정제,저작정 ",35754
B85600ATB,rehmannia root,"정제,저작정 ",35755
B85600ATB,riboflavin,"정제,저작정 ",35756
B85600ATB,senna leaf ext.,"정제,저작정 ",35757
B85600ATB,thiamine nitrate,"정제,저작정 ",35758
B85600ATB,valerian root,"정제,저작정 ",35759
B85700ASY,acetaminophen,"시럽제,건조시럽 ",35760
B85700ASY,caffeine anhydrous,"시럽제,건조시럽 ",35761
B85700ASY,chlorpheniramine maleate,"시럽제,건조시럽 ",35762
B85700ASY,dextromethorphan HBr,"시럽제,건조시럽 ",35763
B85700ASY,dl-methylephedrine HCl,"시럽제,건조시럽 ",35764
B85700ASY,potassium guaiacolsulfonate,"시럽제,건조시럽 ",35765
B85800ASY,acetaminophen,"시럽제,건조시럽 ",35766
B85800ASY,caffeine anhydrous,"시럽제,건조시럽 ",35767
B85800ASY,chlorpheniramine maleate,"시럽제,건조시럽 ",35768
B85800ASY,dextromethorphan hydrobromide,"시럽제,건조시럽 ",35769
B85800ASY,dl-methylephedrine hydrochloride,"시럽제,건조시럽 ",35770
B85800ASY,potassium guaiacolsulfonate,"시럽제,건조시럽 ",35771
B85900ACS,cucurbita semen,연질캡슐제 ,35772
B85900ACS,echinacea ext.,연질캡슐제 ,35773
B85900ACS,ononidis radix ext.,연질캡슐제 ,35774
B85900ACS,orthosiphonis folium ext.,연질캡슐제 ,35775
B85900ACS,rubiae radix ext.,연질캡슐제 ,35776
B85900ACS,sabal serrulata fruit ext.,연질캡슐제 ,35777
B86000COS,cyanocobalamin,점안제,35778
B86000COS,dexpanthenol,점안제,35779
B86000COS,dipotassium glycyrrhizinate,점안제,35780
B86000COS,naphazoline HCl,점안제,35781
B86000COS,pyridoxine HCl,점안제,35782
B86000COS,sodium chondroitin sulfate,점안제,35783
B86100ASY,소청룡탕건조엑스(13→1),"시럽제,건조시럽 ",35784
B86100ASY,acetaminophen,"시럽제,건조시럽 ",35785
B86100ASY,caffeine anhydrous,"시럽제,건조시럽 ",35786
B86100ASY,chlorpheniramine maleate,"시럽제,건조시럽 ",35787
B86100ASY,dextromethorphan hydrobromide,"시럽제,건조시럽 ",35788
B86100ASY,guaifenesin,"시럽제,건조시럽 ",35789
B86200ASY,acetaminophen,"시럽제,건조시럽 ",35790
B86200ASY,caffeine anhydrous,"시럽제,건조시럽 ",35791
B86200ASY,chlorpheniramine maleate,"시럽제,건조시럽 ",35792
B86200ASY,dextromethorphan HBr,"시럽제,건조시럽 ",35793
B86200ASY,dl-methylephedrine HCl,"시럽제,건조시럽 ",35794
