제품코드,품목기준코드,제품명,업체코드,주성분코드
642101461,199600576.0,유한메로펜주사0.5그램(메로페넴삼수화물)_(0.5g/1병),109.0,190702BIJ
658603751,201903086.0,이연메로페넴주500밀리그램(메로페넴수화물)_(0.5g/1병),341.0,190702BIJ
644912351,200808883.0,포스페넴주0.5그램(메로페넴삼수화물)_(0.5g/1병),358.0,190702BIJ
644308771,201403249.0,엠피엠주0.5그램(메로페넴건조탄산나트륨)_(0.604g/1병),453.0,190702BIJ
648504731,200807359.0,메로신주(메로페넴수화물·건조탄산나트륨)_(0.604g/1병),293.0,190702BIJ
669804981,201708387.0,네오펨주500밀리그램(메로페넴수화물)_(0.5g/1병),201.0,190702BIJ
660702881,201506158.0,메로엠주0.5g(메로페넴·건조탄산나트륨)_(0.604g/1병),336.0,190702BIJ
645903741,200806518.0,동광메로페넴주500mg(메로페넴삼수화물)_(0.5g/1병),219.0,190702BIJ
642403111,200808252.0,영진메로페넴주0.5g(메로페넴삼수화물)_(0.5g/1병),329.0,190702BIJ
643304921,200808938.0,메카펨주500밀리그램(메로페넴수화물)_(0.5g/1병),119.0,190702BIJ
642307371,201900610.0,삼성메로페넴주500밀리그램(메로페넴수화물)_(0.5g/1병),270.0,190702BIJ
641606471,201002744.0,대웅메로페넴주500밀리그램(메로페넴삼수화물)_(0.5g/1병),23.0,190702BIJ
646801551,200808539.0,옴니페넴주0.5그램(메로페넴건조탄산나트륨)_(0.604g/1병),190.0,190702BIJ
653102041,200808264.0,메펨주500mg(메로페넴삼수화물)_(0.5g/1병),51.0,190702BIJ
643505171,200807608.0,오로페넴주500밀리그램(메로페넴수화물)_(0.604g/1병),472.0,190702BIJ
59400021,202002133.0,메펨큐주500밀리그램(메로페넴수화물)_(0.604g/1병),52.0,190702BIJ
646203991,201800829.0,젠페넴주0.5g(메로페넴삼수화물)_(0.5g/1병),19.0,190702BIJ
665507431,201903535.0,유니큐펨주500mg(메로페넴수화물)_(0.5g/1병),454.0,190702BIJ
53300601,201902255.0,메르펜주500밀리그램(메로페넴수화물)_(0.5g/1병),120.0,190702BIJ
698504311,202003231.0,뉴로펨주500밀리그램(메로페넴수화물)_(0.5g/1병),127.0,190702BIJ
690303631,202301692.0,비엘메로펨주1그램(메로페넴수화물)_(1.208g/1병),33.0,190703BIJ
642506541,201102758.0,메바페넴주1g(메로페넴수화물)_(1g/1병),226.0,190703BIJ
645403711,201206089.0,뉴로페넴주1g(메로페넴수화물)_(1g/1병),362.0,190703BIJ
648506551,201102753.0,메로신주1그램(메로페넴수화물·건조탄산나트륨)_(1.208g/1병),293.0,190703BIJ
653102291,200909482.0,메펨주1g(메로페넴삼수화물)_(1g/1병),51.0,190703BIJ
678601271,201902467.0,바로페넴주1그램(메로페넴수화물)_(1g/1병),21.0,190703BIJ
629701741,201902798.0,오스페넴주1g(메로페넴수화물)_(1g/1병),97.0,190703BIJ
657806711,201906951.0,메카페넴주1그램(메로페넴수화물)_(1g/1병),415.0,190703BIJ
658603741,201903087.0,이연메로페넴주1그램(메로페넴수화물)_(1g/1병),341.0,190703BIJ
644913271,201100489.0,포스페넴주1그램(메로페넴삼수화물)_(1g/1병),358.0,190703BIJ
643505951,201102752.0,오로페넴주1그램(메로페넴수화물)_(1.208g/1병),472.0,190703BIJ
644308781,201403250.0,엠피엠주1그램(메로페넴건조탄산나트륨)_(1.208g/1병),453.0,190703BIJ
645905241,201006551.0,동광메로페넴주1g(메로페넴삼수화물)_(1g/1병),219.0,190703BIJ
643305891,201101015.0,메카펨주1그램(메로페넴수화물)_(1g/1병),119.0,190703BIJ
59400011,202002134.0,메펨큐주1그램(메로페넴수화물)_(1.208g/1병),52.0,190703BIJ
693901351,201402618.0,셀페넴주1그램(메로페넴수화물)_(1g/1병),69.0,190703BIJ
655604361,201206671.0,한올메로페넴주1g(메로페넴삼수화물)_(1g/1병),474.0,190703BIJ
642307401,201900683.0,삼성메로페넴주1그램(메로페넴수화물)_(1g/1병),270.0,190703BIJ
669805001,201708388.0,네오펨주1그램(메로페넴수화물)_(1g/1병),201.0,190703BIJ
660702891,201506157.0,메로엠주1g(메로페넴·건조탄산나트륨)_(1.208g/1병),336.0,190703BIJ
646204011,201902952.0,젠페넴주1g(메로페넴수화물)_(1g/1병),19.0,190703BIJ
665506881,201605417.0,유니큐펨주1g(메로페넴수화물)_(1g/1병),454.0,190703BIJ
53300591,201902254.0,메르펜주1그램(메로페넴수화물)_(1g/1병),120.0,190703BIJ
698504301,202003230.0,뉴로펨주1그램(메로페넴수화물)_(1g/1병),127.0,190703BIJ
653102601,201111850.0,메펨주2그램(메로페넴삼수화물)_(2g/1병),51.0,190704BIJ
649801633,200103043.0,명문네틸마이신황산염주사액150밀리그람_(0.15g/1.5mL),243.0,200732BIJ
654001181,199600710.0,아주네틸마이신황산염주사액150밀리그람_(0.15g/1.5mL),298.0,200732BIJ
646800073,199100534.0,건일네틸마이신주150밀리그램(네틸마이신황산염)_(0.15g/1.5mL),190.0,200732BIJ
648500111,199600035.0,네티신주150밀리그램(네틸마이신황산염)_(0.15g/1.5mL),293.0,200732BIJ
645302923,199202682.0,한림네틸마이신황산염주사액150밀리그램_(0.15g/1.5mL),471.0,200732BIJ
649500141,199703437.0,네틴주150밀리그람(네틸마이신황산염)_(0.15g/1.5mL),337.0,200732BIJ
658600661,199100161.0,아코신주150mg(네틸마이신황산염)_(0.15g/1.5mL),341.0,200732BIJ
647800161,199501204.0,네소미신150밀리그램주(네틸마이신황산염)_(0.15g/1.5mL),276.0,200732BIJ
645900261,199400176.0,"동광네틸마이신주150밀리그람_(네틸마이신황산염, 0.15g/1.5mL)",219.0,200732BIJ
646800043,199100532.0,건일네틸마이신주50밀리그램(네틸마이신황산염)_(50mg/2mL),190.0,200730BIJ
658600641,199100159.0,아코신주50mg(네틸마이신황산염)_(50mg/2mL),341.0,200730BIJ
649801623,200103042.0,명문네틸마이신황산염주사액100밀리그람_(0.1g/2mL),243.0,200731BIJ
654001171,199400629.0,아주네틸마이신황산염주사100밀리그람_(0.1g/2mL),298.0,200731BIJ
648201331,199203557.0,유영네틸마이신주100밀리그램(네틸마이신황산염)_(0.1g/2mL),106.0,200731BIJ
646800053,199100533.0,건일네틸마이신주100밀리그램(네틸마이신황산염)(수출명:네틸마이신주100밀리그램)_(0.1g/2mL),190.0,200731BIJ
645302913,199202683.0,한림네틸마이신황산염주사액100밀리그램_(0.1g/2mL),471.0,200731BIJ
649500131,199402382.0,네틴주100밀리그람(네틸마이신황산염)_(0.1g/2mL),337.0,200731BIJ
647800151,199501203.0,네소미신100밀리그램주(네틸마이신황산염)_(0.1g/2mL),276.0,200731BIJ
643700811,199600352.0,"국제네틸마이신황산염주100밀리그램(수출명:진포심주100밀리그람,비신주100밀리그람)_(0.1g/2mL)",203.0,200731BIJ
658600651,199100160.0,아코신주100mg(네틸마이신황산염)_(0.1g/2mL),341.0,200731BIJ
642302151,199600305.0,삼성네틸마이신황산염주100밀리그람_(0.1g/2mL),270.0,200731BIJ
645900251,199500158.0,"동광네틸마이신주100mg_(네틸마이신황산염, 0.1g/2mL)",219.0,200731BIJ
648500101,199600057.0,네티신주100밀리그램(네틸마이신황산염)_(0.1g/2mL),293.0,200731BIJ
669800571,199602563.0,네미론주150밀리그람(네틸마이신황산염)_(0.15g/2mL),201.0,200733BIJ
672900060,200512341.0,"반코키트주_(반코마이신염산염, 1g/1키트)",108.0,247206BIJ
643303600,199500098.0,크목실린주0.6g_(1병),119.0,328900BIJ
648503380,199400041.0,"크라목신주0.6그람(수출명:SHINACINInjection0.6g,ATADAR Injection 0.6g)_(1병)",293.0,328900BIJ
646800890,199200516.0,아모크라주0.6그램(아목시실린나트륨-클라불란산칼륨5:1)_(1병),190.0,328900BIJ
647802370,199501221.0,티라목스0.6그램주(아목시실린나트륨·클라불란산칼륨)_(1병),276.0,328900BIJ
643303610,199500097.0,크목실린주1.2그램(주사용아목시실린나트륨.클라부란산칼륨)_(1병),119.0,329000BIJ
646800900,199200517.0,아모크라주1.2그램(아목시실린나트륨-클라불란산칼륨5:1)_(1병),190.0,329000BIJ
647802380,199501222.0,티라목스1.2그램주(아목시실린나트륨·클라불란산칼륨)_(1병),276.0,329000BIJ
648503390,199400039.0,"크라목신주1.2그람(수출명:SHINACINInjection1.2g,ATADAR Injection 1.2g)_(1병)",293.0,329000BIJ
644904340,200100265.0,프리페넴주250밀리그램_(1병),358.0,329300BIJ
645400630,200400453.0,"실라페넴주250밀리그람,500밀리그람_(1병)",362.0,329400BIJ
644904350,200100266.0,프리페넴주500밀리그램(수출명:CHOONGWAEPREPENEMINJ.500mg)_(1병),358.0,329400BIJ
649803280,200606747.0,티펨주500밀리그람_(1병),243.0,329400BIJ
653101140,200201807.0,실라신주사500밀리그램(수출명:SINRACI Injection)_(1병),51.0,329400BIJ
59400031,202007456.0,이펨큐주500밀리그램_(1병),52.0,329400BIJ
677100080,200404815.0,타박신주2.25그램(피페라실린나트륨.타조박탐나트륨)_(1병),137.0,329500BIJ
645403690,201206012.0,타조신주2.25g(피페라실린나트륨·타조박탐나트륨)_(1병),362.0,329500BIJ
643303660,200706777.0,타조페란주2.25그램_(1병),119.0,329500BIJ
642902240,200706250.0,타조락탐주2.25그램(피페라실린나트륨·타조박탐나트륨)_(1병),343.0,329500BIJ
669805601,202000619.0,피페락탐주2.25그램(피페라실린나트륨·타조박탐나트륨)_(1병),201.0,329500BIJ
645902880,200604182.0,타박탐주2.25그람(피페라실린나트륨·타조박탐나트륨)_(1병),219.0,329500BIJ
648507120,201400331.0,린박탐주2.25g(피페라실린나트륨·타조박탐나트륨)_(1병),293.0,329500BIJ
646802851,201701857.0,타조박신주2.25그램(피페라실린나트륨·타조박탐나트륨)_(1병),190.0,329500BIJ
665507461,201903444.0,유니페라탐주2.25그램(피페라실린나트륨·타조박탐나트륨)_(1병),454.0,329500BIJ
642308001,201905510.0,타페라신주2.25그램(피페라실린나트륨ㆍ타조박탐나트륨)_(1병),270.0,329500BIJ
648204331,202006564.0,타조실주2.25그램(피페라실린나트륨·타조박탐나트륨)_(1병),106.0,329500BIJ
694003711,202107458.0,페라타조주2.25그램(피페라실린나트륨·타조박탐나트륨)_(1병),210.0,329500BIJ
73000831,202107501.0,건타박신주2.25그램(피페라실린나트륨.타조박탐나트륨)_(1병),189.0,329500BIJ
677100090,200503686.0,타박신주4.5그램(피페라실린나트륨.타조박탐나트륨)_(1병),137.0,329600BIJ
645403700,201206013.0,타조신주4.5g(피페라실린나트륨·타조박탐나트륨)_(1병),362.0,329600BIJ
642902250,200706249.0,타조락탐주4.5그램(피페라실린나트륨·타조박탐나트륨)_(1병),343.0,329600BIJ
643303670,200706779.0,타조페란주4.5그램_(1병),119.0,329600BIJ
669803121,200800444.0,피페락탐주(피페라실린나트륨·타조박탐나트륨)_(1병),201.0,329600BIJ
648507130,201400332.0,린박탐주4.5g(피페라실린나트륨·타조박탐나트륨)_(1병),293.0,329600BIJ
645902890,200604183.0,타박탐주4.5그람(피페라실린나트륨·타조박탐나트륨)_(1병),219.0,329600BIJ
665002731,201906208.0,"타조피신주4.5그램(피페라실린나트륨, 타조박탐나트륨)_(1병)",6.0,329600BIJ
642303641,200710955.0,타페라신주(피페라실린나트륨 ·  타조박탐나트륨)_(1병),270.0,329600BIJ
646802841,201701856.0,타조박신주4.5그램(피페라실린나트륨·타조박탐나트륨)_(1병),190.0,329600BIJ
665507471,201903443.0,유니페라탐주4.5그램(피페라실린나트륨·타조박탐나트륨)_(1병),454.0,329600BIJ
678601801,202004265.0,피리박탐주4.5그램(피페라실린나트륨·타조박탐나트륨)_(1병),21.0,329600BIJ
648203031,200800455.0,타조실주4.5그램(피페라실린나트륨·타조박탐나트륨)_(1병),106.0,329600BIJ
694003721,202107459.0,페라타조주4.5그램(피페라실린나트륨·타조박탐나트륨)_(1병),210.0,329600BIJ
73000821,202107500.0,건타박신주4.5그램(피페라실린나트륨.타조박탐나트륨)_(1병),189.0,329600BIJ
643702430,199700538.0,"페라탐주(설박탐나트륨ㆍ세포페라존나트륨)(수출명:오큐팔주,비센세프주)_(1병)",203.0,329900BIJ
646800740,199700628.0,세라박탐주1그람(설박탐나트륨ㆍ세포페라존나트륨)_(1병),190.0,329900BIJ
647801270,199701650.0,세포라탐주사(설박탐나트륨.세포페라존나트륨)_(1병),276.0,329900BIJ
669605071,201802472.0,세박탐주(설박탐나트륨·세포페라존나트륨)_(1병),78.0,329900BIJ
647201910,200802885.0,설포존주(설박탐나트륨·세포페라존나트륨)_(1병),460.0,329900BIJ
645902010,200400132.0,썰바존주1그람(설박탐나트륨.세포페라존나트륨)_(1병),219.0,329900BIJ
643704261,201600616.0,페라탐주2그램(설박탐나트륨·세포페라존나트륨)_(1병),203.0,557400BIJ
672900260,200404835.0,페라설주(수출명:CEFLONICKIT)_(1키트),108.0,731600BIJ
641900961,200600259.0,보령나프실린나트륨주1g(나프실린나트륨)_(1.04g/1병),47.0,360801BIJ
652601010,200001259.0,썰타목스주1500mg(주사용아목시실린나트륨ㆍ설박탐나트륨)_(1병),303.0,381300BIJ
652601030,200001260.0,썰타목스주750mg(주사용아목시실린나트륨ㆍ설박탐나트륨)_(1병),303.0,381500BIJ
655500291,200307986.0,인반즈주1그램(에르타페넴나트륨)_(1.046g/1병),443.0,447701BIJ
648903881,202302765.0,타이가실주(타이제사이클린)_(50mg/1병),466.0,495301BIJ
644914341,201701862.0,피니페넴주사0.25그램(도리페넴)_(0.25g/1병),358.0,593201BIJ
655501961,201701737.0,저박사주_(1병),444.0,659700BIJ
653100951,200701410.0,세펨주사(세페핌염산염수화물)_(1g/1병),51.0,800001BIJ
655403941,199806478.0,클래리시드정주500밀리그램(클래리트로마이신)_(0.5g/1병),344.0,134902BIJ
665504231,200401626.0,클리마이신주(클린다마이신포스페이트)(수출명:Unilimadin Inj.)_(0.3g/2mL),454.0,135630BIJ
647802741,199101439.0,훌그램주사(클린다마이신포스페이트)_(0.3g/2mL),276.0,135630BIJ
647802731,199401120.0,훌그램600밀리그램주사(클린다마이신포스페이트)_(0.6g/4mL),276.0,135631BIJ
645403730,201206190.0,유박신주750mg(설박탐나트륨·암피실린나트륨)_(1병),362.0,328500BIJ
657200630,199701363.0,유바실린주750밀리그램(주사용설박탐나트륨·암피실린나트륨)_(1병),483.0,328500BIJ
647800480,197900577.0,"루카신주사750밀리그램(설박탐나트륨,암피실린나트륨)_(1병)",276.0,328500BIJ
651201430,199701207.0,유포신주(설박탐나트륨ㆍ암피실린나트륨)_(1병),277.0,328500BIJ
644701150,199701825.0,암박탐주750밀리그람(설박탐나트륨·암피실린나트륨)_(1병),311.0,328500BIJ
646801010,199700630.0,"암피박탐주750밀리그람(설박탐나트륨,암피실리나트륨)_(1병)",190.0,328500BIJ
652600960,199701138.0,"시너탐주750밀리그램(설박탐나트륨,암피실린나트륨)(수출명:GENERTAMInj.750mgSulbacin)_(1병)",303.0,328500BIJ
643502110,199902728.0,유박탐주사750밀리그램(설박탐나트륨ㆍ암피실린나트륨)_(1병),472.0,328500BIJ
648501190,199700061.0,"박타신주750밀리그램(설박탐나트륨, 암피실린나트륨)_(1병)",293.0,328500BIJ
645200480,199701109.0,"락타실린주(주사용설박탐나트륨,암피실린나트륨)(수출명: SEOAmtam)_(1병)",87.0,328500BIJ
665502290,199701579.0,유니설암주750밀리그람(설박탐나트륨.암피실린나트륨)_(1병),454.0,328500BIJ
645902000,199700238.0,썰바신주750밀리그람(설박탐나트륨.암피실린나트륨)_(1병),219.0,328500BIJ
657200640,199801270.0,유바실린주1.5그램(주사용설박탐나트륨·암피실린나트륨)_(1병),483.0,328600BIJ
645403720,201206189.0,유박신주1.5g(설박탐나트륨·암피실린나트륨)_(1병),362.0,328600BIJ
646801000,199700629.0,"암피박탐주1.5그람(설박탐나트륨,암피실린나트륨)_(1병)",190.0,328600BIJ
652600950,199701139.0,"시너탐주1.5그램(설박탐나트륨,암피실린나트륨)(수출명:GENERTAMInj.1.5g,Sulbacin)_(1병)",303.0,328600BIJ
648501200,199700060.0,"박타신주1.5그램(설박탐나트륨,암피실린나트륨)_(1병)",293.0,328600BIJ
647800470,197900578.0,루카신주사1.5그램(설박탐나트륨·암피실린나트륨)_(1병),276.0,328600BIJ
642303500,,콤비신주_(1병),270.0,433300BIJ
642303510,,콤비신주3그램_(1병),270.0,453200BIJ
642306921,,콤비신주4.5그램_(1병),270.0,657600BIJ
645204451,199700475.0,바크락스주250밀리그램(아시클로버)_(0.25g/1병),87.0,102934BIJ
657800841,199802268.0,바시로바주사(아시클로버)_(0.25g/1병),415.0,102934BIJ
644303641,199101471.0,"조이렉스주사액(아시클로버)(수출명:RaxcloInj.250mg/10mL,HerpexInj.250mg/10mL)_(0.25g/10mL)",453.0,102934BIJ
648101541,198601101.0,"에크로바주(아시클로버)(수출명:세비린주,비루헥살주)_(0.25g/1병)",194.0,102934BIJ
651902021,199400867.0,클로바주(아시클로버)_(0.25g/1병),245.0,102934BIJ
647205871,202102424.0,아시클러주250밀리그램(아시클로버)_(0.25g/10mL),460.0,102934BIJ
645203971,199700476.0,바크락스주500밀리그람(아시클로버)수출용:바이러스탈주500밀리_(0.5g/1병),87.0,102905BIJ
640000691,199301538.0,사이톱신주(시프로플록사신)_(0.1g/50mL),321.0,134133BIJ
678901294,200200238.0,제이더블유생명시프로플록사신주_(0.1g/50mL/병),353.0,134133BIJ
645100701,200100346.0,대한시프로플록사신주_(0.1g/50mL),214.0,134133BIJ
653004591,199401084.0,"로푸신주(시프로플록사신)(수출명:시프로플록스주,파마시프로플록사신주)_(0.2g/100mL/백)",154.0,134134BIJ
642903412,199000351.0,싸이신주사200밀리그램(시프로플록사신)_(0.2g/100mL/팩),343.0,134134BIJ
641100141,200108427.0,씨프로바이주사(시프로플록사신)_(0.2g/100mL),253.0,134134BIJ
649803871,200103045.0,명문시프로플록사신주사_(0.2g/100mL/병),243.0,134134BIJ
649804301,200103045.0,명문시프로플록사신주사_(0.2g/100mL/백),243.0,134134BIJ
644302011,199201561.0,"씨록주사2mg/ml(시프로플록사신)(수출명:CyrocinInj.2mg/ml,CipicinInj.2mg/ml)_(0.2g/100mL)",453.0,134134BIJ
678901295,200200238.0,제이더블유생명시프로플록사신주_(0.2g/100mL/병),353.0,134134BIJ
648503281,200200070.0,큐프론주(백)(시프로플록사신)_(0.2g/100mL),293.0,134134BIJ
641601773,199400470.0,씨프러스주(시프로플록사신)_(0.2g/100mL/팩),23.0,134134BIJ
663601231,200005089.0,아시렌주2밀리그램(시프로플록사신)_(0.2g/100mL),465.0,134134BIJ
55100571,201900173.0,시프로코스주(시프로플록사신)_(0.2g/100mL),401.0,134134BIJ
669805551,201907431.0,뉴록사신주(시프로플록사신)_(0.2g/100mL),201.0,134134BIJ
658603941,201907594.0,이연시플록사신주(시프로플록사신)_(0.2g/100mL),341.0,134134BIJ
694003581,202000003.0,베아신주(시프로플록사신)_(0.2g/100mL),210.0,134134BIJ
640000671,199301538.0,사이톱신주(시프로플록사신)_(0.2g/100mL),321.0,134134BIJ
653000551,199401084.0,"로푸신주(시프로플록사신)(수출명:시프로플록스주,파마시프로플록사신주)_(0.2g/100mL/병)",154.0,134134BIJ
654001071,200200590.0,아주시프로플록사신주200밀리그램_(0.2g/100mL),298.0,134134BIJ
651500831,200402964.0,시프록사신주(시프로플록사신)_(0.2g/100mL),143.0,134134BIJ
645100711,200100346.0,대한시프로플록사신주_(0.2g/100mL),214.0,134134BIJ
665502381,200101474.0,유니시프로사신주사(시프로플록사신)_(0.2g/100mL),454.0,134134BIJ
629700041,201403180.0,시프록스주(시프로플록사신)_(0.2g/100mL),97.0,134134BIJ
647204741,201708093.0,케이프로주(시프로플록사신)_(0.2g/100mL),460.0,134134BIJ
670104241,201802513.0,팜젠시프로플록사신주_(0.2g/100mL),134.0,134134BIJ
662504072,201804926.0,씨프록주(시프로플록사신)_(0.2g/100mL),15.0,134134BIJ
641100151,200108427.0,씨프로바이주사(시프로플록사신)_(0.4g/200mL),253.0,134135BIJ
678901296,200200238.0,제이더블유생명시프로플록사신주_(0.4g/200mL),353.0,134135BIJ
642900942,199000351.0,싸이신주사400밀리그램(시프로플록사신)_(0.4g/200mL/팩),343.0,134135BIJ
640000681,199301538.0,사이톱신주(시프로플록사신)_(0.4g/200mL),321.0,134135BIJ
645103801,200100346.0,대한시프로플록사신주_(0.4g/200mL),214.0,134135BIJ
648503291,200200070.0,큐프론주(백)(시프로플록사신)_(0.4g/200mL),293.0,134135BIJ
641601783,199400470.0,씨프러스주(시프로플록사신)_(0.4g/200mL/백),23.0,134135BIJ
649807151,200103045.0,명문시프로플록사신주사_(0.4g/200mL),243.0,134135BIJ
669805552,201907431.0,뉴록사신주(시프로플록사신)_(0.4g/200mL),201.0,134135BIJ
658603942,201907594.0,이연시플록사신주(시프로플록사신)_(0.4g/200mL),341.0,134135BIJ
694003582,202000003.0,베아신주(시프로플록사신)_(0.4g/200mL),210.0,134135BIJ
653005141,199401084.0,"로푸신주(시프로플록사신)(수출명:시프로플록스주,파마시프로플록사신주)_(0.4g/200mL/백)",154.0,134135BIJ
665506771,200101474.0,유니시프로사신주사(시프로플록사신)_(0.4g/200mL),454.0,134135BIJ
629700781,201403180.0,시프록스주(시프로플록사신)_(0.4g/200mL),97.0,134135BIJ
662504073,201804926.0,씨프록주(시프로플록사신)_(0.4g/200mL),15.0,134135BIJ
644304701,200201472.0,프루칸주(플루코나졸)_(0.1g/50mL),453.0,159931BIJ
644901692,200000382.0,원플루주(플루코나졸)_(0.1g/50mL/병(PP)),358.0,159931BIJ
648900191,200108820.0,디푸루칸정맥주사100mg(플루코나졸)_(0.1g/50mL),466.0,159931BIJ
641606461,200100562.0,푸루나졸주(플루코나졸)(수출명:FULKAZIL0.2%)_(0.1g/50mL),23.0,159931BIJ
52900011,201505029.0,가비르정주500밀리그램(간시클로비르)_(0.5g/1병),360.0,164602BIJ
643308281,200209709.0,싸이메빈정주(간시클로버)_(0.5g/1병),119.0,164602BIJ
644300851,200401810.0,레보록신주(레보플록사신수화물)(수출명: Uniloxin inj.5mg/mL)_(0.25623g/50mL),453.0,183233BIJ
645401881,199800676.0,크라비트주(레보플록사신)_(0.25g/50mL),362.0,183233BIJ
640001612,200401544.0,이노엔레보플록사신주_(0.25623g/50mL/백),321.0,183233BIJ
642900281,200400330.0,레보펙신주(레보플록사신수화물)_(0.25623g/50mL),343.0,183233BIJ
653000431,200501546.0,레브록신주(레보플록사신)_(0.25623g/50mL),154.0,183233BIJ
678900892,201203044.0,제이더블유레보플록사신주_(0.25g/50mL),353.0,183233BIJ
648500471,200400034.0,레포신주(레보플록사신)_(0.25g/50mL),293.0,183233BIJ
649500511,200503079.0,렉타신주(레보플록사신수화물)_(0.25623g/50mL),337.0,183233BIJ
648204001,201700257.0,유영레보플록사신주(레보플록사신수화물)_(0.25623g/50mL),106.0,183233BIJ
665504891,200501434.0,프로신주(레보플록사신수화물)_(0.25623g/50mL),454.0,183233BIJ
665504893,200501434.0,프로신주(레보플록사신수화물)_(0.25623g/50mL),454.0,183233BIJ
629700101,200401767.0,레복스주(레보플록사신수화물)_(0.25623g/50mL),97.0,183233BIJ
645901251,200500187.0,레펙신주(레보플록사신수화물)_(0.25623g/50mL),219.0,183233BIJ
662503992,201803262.0,레폭사신주(레보플록사신수화물)_(0.51246g/100mL),15.0,183234BIJ
645103762,200903888.0,레프퀸인퓨전주(레보플록사신수화물)_(0.51246g/100mL),214.0,183234BIJ
649806962,201504161.0,타레린주500밀리그램(레보플록사신수화물)_(0.512g/100mL/병),243.0,183234BIJ
645401891,199800676.0,크라비트주(레보플록사신)_(0.5g/100mL),362.0,183234BIJ
644305841,200401810.0,레보록신주(레보플록사신수화물)(수출명: Uniloxin inj.5mg/mL)_(0.51246g/100mL),453.0,183234BIJ
678601621,202000924.0,하이레보주(레보플록사신수화물)_(0.51246g/100mL),21.0,183234BIJ
645200591,200500919.0,레보프록신주(레보플록사신)_(0.51246g/100mL),87.0,183234BIJ
55100521,201900159.0,레보플주(레보플록사신수화물)_(0.51246g/100mL),401.0,183234BIJ
690302043,201908038.0,레보리스주(레보플록사신수화물)_(0.51246g/100mL),33.0,183234BIJ
678900882,201203044.0,제이더블유레보플록사신주_(0.5g/100mL),353.0,183234BIJ
642900291,200400330.0,레보펙신주(레보플록사신수화물)_(0.51246g/100mL),343.0,183234BIJ
640001622,200401544.0,이노엔레보플록사신주_(0.51246g/100mL/백),321.0,183234BIJ
648504381,200400034.0,레포신주(레보플록사신)_(0.5g/100mL),293.0,183234BIJ
643702623,200400314.0,레보카신주(레보플록사신수화물)_(0.51246g/100mL/백),203.0,183234BIJ
653000441,200501546.0,레브록신주(레보플록사신)_(0.51246g/100mL),154.0,183234BIJ
649500521,200503079.0,렉타신주(레보플록사신수화물)_(0.51246g/100mL),337.0,183234BIJ
665504901,200501434.0,프로신주(레보플록사신수화물)_(0.51246g/100mL),454.0,183234BIJ
665504903,200501434.0,프로신주(레보플록사신수화물)_(0.51246g/100mL),454.0,183234BIJ
629700111,200401767.0,레복스주(레보플록사신수화물)_(0.51246g/100mL),97.0,183234BIJ
651503721,201506689.0,하원레보플록사신주(레보플록사신수화물)_(0.51246g/100mL),143.0,183234BIJ
648204002,201700257.0,유영레보플록사신주(레보플록사신수화물)_(0.51246g/100mL),106.0,183234BIJ
647204481,201707114.0,케이레보주(레보플록사신수화물)_(0.51246g/100mL),460.0,183234BIJ
642306671,201506488.0,삼성레보플록사신주(레보플록사신수화물)_(0.51246g/100mL),270.0,183234BIJ
645901261,200500187.0,레펙신주(레보플록사신수화물)_(0.51246g/100mL),219.0,183234BIJ
645402631,199800676.0,크라비트주(레보플록사신)_(0.75g/150mL),362.0,183235BIJ
678900901,201203044.0,"제이더블유레보플록사신주_(레보플록사신½수화물, 0.75g/150mL)",353.0,183235BIJ
642903121,200400330.0,레보펙신주(레보플록사신수화물)_(0.76869g/150mL),343.0,183235BIJ
640004941,200401544.0,이노엔레보플록사신주_(0.76869g/150mL),321.0,183235BIJ
690302041,201908038.0,레보리스주(레보플록사신수화물)_(0.76869g/150mL),33.0,183235BIJ
648505821,200400034.0,레포신주(레보플록사신)_(0.75g/150mL),293.0,183235BIJ
643703752,200400314.0,레보카신주(레보플록사신수화물)_(0.76869g/150mL/백),203.0,183235BIJ
629700761,200401767.0,레복스주(레보플록사신수화물)_(0.76869g/150mL),97.0,183235BIJ
665506751,200501434.0,프로신주(레보플록사신수화물)_(0.76869g/150mL),454.0,183235BIJ
665506752,200501434.0,프로신주(레보플록사신수화물)_(0.76869g/150mL),454.0,183235BIJ
645906871,200500187.0,레펙신주(레보플록사신수화물)_(0.76869g/150mL),219.0,183235BIJ
649508411,200503079.0,렉타신주(레보플록사신수화물)_(0.76869g/150mL),337.0,183235BIJ
642901341,199500311.0,에펙신주(오플록사신)_(0.2g/100mL),343.0,203940BIJ
641100251,200209450.0,아벨록스주400밀리그람(목시플록사신염산염)(병)_(0.4368g/250mL),253.0,380335BIJ
651205411,202001389.0,카스펀주50밀리그램(카스포펀진아세테이트)_(55.5mg/1병),277.0,440001BIJ
655500371,200109143.0,칸시다스주50밀리그램(카스포펀진아세테이트)_(55.5mg/1병),443.0,440001BIJ
651205401,202001388.0,카스펀주70밀리그램(카스포펀진아세테이트)_(77.7mg/1병),277.0,440002BIJ
655500381,200109144.0,칸시다스주70밀리그램(카스포펀진아세테이트)_(77.7mg/1병),443.0,440002BIJ
668902402,201307117.0,팩티브주200밀리그램(제미플록사신메탄설폰산염)_(0.2494g/1병),95.0,442902BIJ
643307581,201605349.0,보리코주200밀리그램(보리코나졸)_(0.2g/1병),119.0,456501BIJ
