제품코드,효능군중복_효능군,효능군중복_Group
671805570,혈압강하작용의약품 (B),Group10
674400840,혈압강하작용의약품 (B),Group10
674400840,혈압강하작용의약품 (B),Group07
678600240,혈압강하작용의약품 (B),Group10
678600240,혈압강하작용의약품 (B),Group07
689001240,혈압강하작용의약품 (B),Group07
689001240,혈압강하작용의약품 (B),Group10
693201320,혈압강하작용의약품 (B),Group07
693201320,혈압강하작용의약품 (B),Group10
693901250,혈압강하작용의약품 (B),Group07
693901250,혈압강하작용의약품 (B),Group10
694001180,혈압강하작용의약품 (B),Group07
694001180,혈압강하작용의약품 (B),Group10
698502460,혈압강하작용의약품 (B),Group07
698502460,혈압강하작용의약품 (B),Group10
52400250,혈압강하작용의약품 (B),Group07
52400250,혈압강하작용의약품 (B),Group10
52701180,혈압강하작용의약품 (B),Group07
52701180,혈압강하작용의약품 (B),Group10
54800030,혈압강하작용의약품 (B),Group07
54800030,혈압강하작용의약품 (B),Group10
57600380,혈압강하작용의약품 (B),Group07
57600380,혈압강하작용의약품 (B),Group10
58200590,혈압강하작용의약품 (B),Group07
58200590,혈압강하작용의약품 (B),Group10
59000040,혈압강하작용의약품 (B),Group10
59000040,혈압강하작용의약품 (B),Group07
73000480,혈압강하작용의약품 (B),Group10
73000480,혈압강하작용의약품 (B),Group07
621802400,혈압강하작용의약품 (B),Group07
621802400,혈압강하작용의약품 (B),Group10
622803000,혈압강하작용의약품 (B),Group10
622803000,혈압강하작용의약품 (B),Group07
623006350,혈압강하작용의약품 (B),Group10
623006350,혈압강하작용의약품 (B),Group07
625200650,혈압강하작용의약품 (B),Group07
625200650,혈압강하작용의약품 (B),Group10
628800870,혈압강하작용의약품 (B),Group07
628800870,혈압강하작용의약품 (B),Group10
628900290,혈압강하작용의약품 (B),Group10
628900290,혈압강하작용의약품 (B),Group07
640902660,혈압강하작용의약품 (B),Group10
640902660,혈압강하작용의약품 (B),Group07
641704550,혈압강하작용의약품 (B),Group10
641704550,혈압강하작용의약품 (B),Group07
641805560,혈압강하작용의약품 (B),Group10
641805560,혈압강하작용의약품 (B),Group07
642005090,혈압강하작용의약품 (B),Group10
642005090,혈압강하작용의약품 (B),Group07
642306500,혈압강하작용의약품 (B),Group10
642306500,혈압강하작용의약품 (B),Group07
642403730,혈압강하작용의약품 (B),Group07
642403730,혈압강하작용의약품 (B),Group10
642904850,혈압강하작용의약품 (B),Group07
642904850,혈압강하작용의약품 (B),Group10
643703660,혈압강하작용의약품 (B),Group10
643703660,혈압강하작용의약품 (B),Group07
644003500,혈압강하작용의약품 (B),Group07
644003500,혈압강하작용의약품 (B),Group10
644308640,혈압강하작용의약품 (B),Group10
644308640,혈압강하작용의약품 (B),Group07
644603630,혈압강하작용의약품 (B),Group10
644603630,혈압강하작용의약품 (B),Group07
644913610,혈압강하작용의약품 (B),Group07
644913610,혈압강하작용의약품 (B),Group10
645208370,혈압강하작용의약품 (B),Group07
645208370,혈압강하작용의약품 (B),Group10
645404240,혈압강하작용의약품 (B),Group10
645404240,혈압강하작용의약품 (B),Group07
645604270,혈압강하작용의약품 (B),Group10
645604270,혈압강하작용의약품 (B),Group07
645702550,혈압강하작용의약품 (B),Group07
645702550,혈압강하작용의약품 (B),Group10
645905460,혈압강하작용의약품 (B),Group10
645905460,혈압강하작용의약품 (B),Group07
646003730,혈압강하작용의약품 (B),Group10
646003730,혈압강하작용의약품 (B),Group07
646203590,혈압강하작용의약품 (B),Group10
646203590,혈압강하작용의약품 (B),Group07
647204180,혈압강하작용의약품 (B),Group07
647204180,혈압강하작용의약품 (B),Group10
647303350,혈압강하작용의약품 (B),Group10
647303350,혈압강하작용의약품 (B),Group07
647803820,혈압강하작용의약품 (B),Group07
647803820,혈압강하작용의약품 (B),Group10
648103300,혈압강하작용의약품 (B),Group07
648103300,혈압강하작용의약품 (B),Group10
648203670,혈압강하작용의약품 (B),Group07
648203670,혈압강하작용의약품 (B),Group10
648506990,혈압강하작용의약품 (B),Group07
648506990,혈압강하작용의약품 (B),Group10
648602540,혈압강하작용의약품 (B),Group07
648602540,혈압강하작용의약품 (B),Group10
649102160,혈압강하작용의약품 (B),Group07
649102160,혈압강하작용의약품 (B),Group10
649404610,혈압강하작용의약품 (B),Group10
649404610,혈압강하작용의약품 (B),Group07
649506940,혈압강하작용의약품 (B),Group07
649506940,혈압강하작용의약품 (B),Group10
649806340,혈압강하작용의약품 (B),Group10
649806340,혈압강하작용의약품 (B),Group07
650303030,혈압강하작용의약품 (B),Group10
650303030,혈압강하작용의약품 (B),Group07
651203930,혈압강하작용의약품 (B),Group07
651203930,혈압강하작용의약품 (B),Group10
651300950,혈압강하작용의약품 (B),Group10
651300950,혈압강하작용의약품 (B),Group07
653102730,혈압강하작용의약품 (B),Group07
653102730,혈압강하작용의약품 (B),Group10
653402990,혈압강하작용의약품 (B),Group10
653402990,혈압강하작용의약품 (B),Group07
653600860,혈압강하작용의약품 (B),Group07
653600860,혈압강하작용의약품 (B),Group10
653806150,혈압강하작용의약품 (B),Group10
653806150,혈압강하작용의약품 (B),Group07
654004340,혈압강하작용의약품 (B),Group10
654004340,혈압강하작용의약품 (B),Group07
654305350,혈압강하작용의약품 (B),Group10
654305350,혈압강하작용의약품 (B),Group07
654701520,혈압강하작용의약품 (B),Group10
654701520,혈압강하작용의약품 (B),Group07
655605570,혈압강하작용의약품 (B),Group07
655605570,혈압강하작용의약품 (B),Group10
656004010,혈압강하작용의약품 (B),Group07
656004010,혈압강하작용의약품 (B),Group10
657202560,혈압강하작용의약품 (B),Group07
657202560,혈압강하작용의약품 (B),Group10
657306460,혈압강하작용의약품 (B),Group07
657306460,혈압강하작용의약품 (B),Group10
657805680,혈압강하작용의약품 (B),Group07
657805680,혈압강하작용의약품 (B),Group10
658501960,혈압강하작용의약품 (B),Group07
658501960,혈압강하작용의약품 (B),Group10
658602910,혈압강하작용의약품 (B),Group07
658602910,혈압강하작용의약품 (B),Group10
660702590,혈압강하작용의약품 (B),Group07
660702590,혈압강하작용의약품 (B),Group10
661904770,혈압강하작용의약품 (B),Group07
661904770,혈압강하작용의약품 (B),Group10
662503480,혈압강하작용의약품 (B),Group10
662503480,혈압강하작용의약품 (B),Group07
663606370,혈압강하작용의약품 (B),Group10
663606370,혈압강하작용의약품 (B),Group07
664900980,혈압강하작용의약품 (B),Group10
664900980,혈압강하작용의약품 (B),Group07
665001770,혈압강하작용의약품 (B),Group10
665001770,혈압강하작용의약품 (B),Group07
665506450,혈압강하작용의약품 (B),Group10
665506450,혈압강하작용의약품 (B),Group07
669804290,혈압강하작용의약품 (B),Group07
669804290,혈압강하작용의약품 (B),Group10
669905910,혈압강하작용의약품 (B),Group10
669905910,혈압강하작용의약품 (B),Group07
670103440,혈압강하작용의약품 (B),Group07
670103440,혈압강하작용의약품 (B),Group10
670303680,혈압강하작용의약품 (B),Group10
670303680,혈압강하작용의약품 (B),Group07
670401010,혈압강하작용의약품 (B),Group10
670401010,혈압강하작용의약품 (B),Group07
670501400,혈압강하작용의약품 (B),Group07
670501400,혈압강하작용의약품 (B),Group10
670606590,혈압강하작용의약품 (B),Group07
670606590,혈압강하작용의약품 (B),Group10
671703850,혈압강하작용의약품 (B),Group10
671703850,혈압강하작용의약품 (B),Group07
671805580,혈압강하작용의약품 (B),Group07
671805580,혈압강하작용의약품 (B),Group10
674400870,혈압강하작용의약품 (B),Group07
674400870,혈압강하작용의약품 (B),Group10
678600230,혈압강하작용의약품 (B),Group10
678600230,혈압강하작용의약품 (B),Group07
689001230,혈압강하작용의약품 (B),Group07
689001230,혈압강하작용의약품 (B),Group10
693201190,혈압강하작용의약품 (B),Group10
693201190,혈압강하작용의약품 (B),Group07
693901240,혈압강하작용의약품 (B),Group10
693901240,혈압강하작용의약품 (B),Group07
694001130,혈압강하작용의약품 (B),Group10
694001130,혈압강하작용의약품 (B),Group07
696601170,혈압강하작용의약품 (B),Group07
696601170,혈압강하작용의약품 (B),Group10
698502470,혈압강하작용의약품 (B),Group10
698502470,혈압강하작용의약품 (B),Group07
642404920,해열진통소염제 (A),Group01
670608760,해열진통소염제 (A),Group01
671803380,해열진통소염제 (A),Group01
671805860,해열진통소염제 (A),Group01
73001110,정신신경용제 (F),Group14
622802390,정신신경용제 (F),Group14
628900330,정신신경용제 (F),Group14
640007060,정신신경용제 (F),Group14
642003400,정신신경용제 (F),Group14
642802690,정신신경용제 (F),Group14
645304870,정신신경용제 (F),Group14
645905620,정신신경용제 (F),Group14
646003840,정신신경용제 (F),Group14
647205180,정신신경용제 (F),Group14
647803990,정신신경용제 (F),Group14
648203730,정신신경용제 (F),Group14
649506930,정신신경용제 (F),Group14
651903970,정신신경용제 (F),Group14
653005390,정신신경용제 (F),Group14
653403060,정신신경용제 (F),Group14
657202720,정신신경용제 (F),Group14
657807250,정신신경용제 (F),Group14
670800120,정신신경용제 (F),Group14
678600820,정신신경용제 (F),Group14
693201460,정신신경용제 (F),Group14
693902010,정신신경용제 (F),Group14
698003820,정신신경용제 (F),Group14
642905150,정신신경용제 (F),Group14
73001120,정신신경용제 (F),Group14
622802380,정신신경용제 (F),Group14
640007070,정신신경용제 (F),Group14
642003410,정신신경용제 (F),Group14
642802640,정신신경용제 (F),Group14
645304860,정신신경용제 (F),Group14
645905630,정신신경용제 (F),Group14
646003830,정신신경용제 (F),Group14
647804000,정신신경용제 (F),Group14
648203740,정신신경용제 (F),Group14
649506440,정신신경용제 (F),Group14
651903960,정신신경용제 (F),Group14
653005400,정신신경용제 (F),Group14
653403050,정신신경용제 (F),Group14
657202730,정신신경용제 (F),Group14
657807260,정신신경용제 (F),Group14
670800130,정신신경용제 (F),Group14
678600830,정신신경용제 (F),Group14
693201470,정신신경용제 (F),Group14
693902020,정신신경용제 (F),Group14
698003830,정신신경용제 (F),Group14
642905160,정신신경용제 (F),Group14
52400300,혈압강하작용의약품 (B),Group07
52400300,혈압강하작용의약품 (B),Group10
52701160,혈압강하작용의약품 (B),Group07
52701160,혈압강하작용의약품 (B),Group10
54800050,혈압강하작용의약품 (B),Group10
54800050,혈압강하작용의약품 (B),Group07
57600390,혈압강하작용의약품 (B),Group10
57600390,혈압강하작용의약품 (B),Group07
59000020,혈압강하작용의약품 (B),Group10
59000020,혈압강하작용의약품 (B),Group07
73000960,혈압강하작용의약품 (B),Group07
73000960,혈압강하작용의약품 (B),Group10
621803920,혈압강하작용의약품 (B),Group07
621803920,혈압강하작용의약품 (B),Group10
622802980,혈압강하작용의약품 (B),Group07
622802980,혈압강하작용의약품 (B),Group10
625200630,혈압강하작용의약품 (B),Group07
625200630,혈압강하작용의약품 (B),Group10
628800850,혈압강하작용의약품 (B),Group07
628800850,혈압강하작용의약품 (B),Group10
640902670,혈압강하작용의약품 (B),Group10
640902670,혈압강하작용의약품 (B),Group07
641805540,혈압강하작용의약품 (B),Group10
641805540,혈압강하작용의약품 (B),Group07
642005080,혈압강하작용의약품 (B),Group10
642005080,혈압강하작용의약품 (B),Group07
642403720,혈압강하작용의약품 (B),Group07
642403720,혈압강하작용의약품 (B),Group10
642904870,혈압강하작용의약품 (B),Group10
642904870,혈압강하작용의약품 (B),Group07
643703860,혈압강하작용의약품 (B),Group07
643703860,혈압강하작용의약품 (B),Group10
644003480,혈압강하작용의약품 (B),Group10
644003480,혈압강하작용의약품 (B),Group07
644603650,혈압강하작용의약품 (B),Group07
644603650,혈압강하작용의약품 (B),Group10
644913590,혈압강하작용의약품 (B),Group10
644913590,혈압강하작용의약품 (B),Group07
645210200,혈압강하작용의약품 (B),Group07
645210200,혈압강하작용의약품 (B),Group10
645404230,혈압강하작용의약품 (B),Group10
645404230,혈압강하작용의약품 (B),Group07
645604160,혈압강하작용의약품 (B),Group07
645604160,혈압강하작용의약품 (B),Group10
645905480,혈압강하작용의약품 (B),Group10
645905480,혈압강하작용의약품 (B),Group07
646003740,혈압강하작용의약품 (B),Group07
646003740,혈압강하작용의약품 (B),Group10
646203800,혈압강하작용의약품 (B),Group10
646203800,혈압강하작용의약품 (B),Group07
647204190,혈압강하작용의약품 (B),Group07
647204190,혈압강하작용의약품 (B),Group10
647303370,혈압강하작용의약품 (B),Group10
647303370,혈압강하작용의약품 (B),Group07
647803840,혈압강하작용의약품 (B),Group10
647803840,혈압강하작용의약품 (B),Group07
648103290,혈압강하작용의약품 (B),Group07
648103290,혈압강하작용의약품 (B),Group10
648203660,혈압강하작용의약품 (B),Group07
648203660,혈압강하작용의약품 (B),Group10
648507010,혈압강하작용의약품 (B),Group10
648507010,혈압강하작용의약품 (B),Group07
648602520,혈압강하작용의약품 (B),Group10
648602520,혈압강하작용의약품 (B),Group07
649102180,혈압강하작용의약품 (B),Group07
649102180,혈압강하작용의약품 (B),Group10
649405260,혈압강하작용의약품 (B),Group07
649405260,혈압강하작용의약품 (B),Group10
649506330,혈압강하작용의약품 (B),Group07
649506330,혈압강하작용의약품 (B),Group10
649806320,혈압강하작용의약품 (B),Group07
649806320,혈압강하작용의약품 (B),Group10
650303150,혈압강하작용의약품 (B),Group10
650303150,혈압강하작용의약품 (B),Group07
651203940,혈압강하작용의약품 (B),Group10
651203940,혈압강하작용의약품 (B),Group07
651300960,혈압강하작용의약품 (B),Group07
651300960,혈압강하작용의약품 (B),Group10
653600840,혈압강하작용의약품 (B),Group07
653600840,혈압강하작용의약품 (B),Group10
653804880,혈압강하작용의약품 (B),Group10
653804880,혈압강하작용의약품 (B),Group07
654004360,혈압강하작용의약품 (B),Group07
654004360,혈압강하작용의약품 (B),Group10
654305370,혈압강하작용의약품 (B),Group07
654305370,혈압강하작용의약품 (B),Group10
655604500,혈압강하작용의약품 (B),Group07
655604500,혈압강하작용의약품 (B),Group10
656004090,혈압강하작용의약품 (B),Group07
656004090,혈압강하작용의약품 (B),Group10
657202540,혈압강하작용의약품 (B),Group07
657202540,혈압강하작용의약품 (B),Group10
657306470,혈압강하작용의약품 (B),Group10
657306470,혈압강하작용의약품 (B),Group07
657805690,혈압강하작용의약품 (B),Group10
657805690,혈압강하작용의약품 (B),Group07
660702570,혈압강하작용의약품 (B),Group10
660702570,혈압강하작용의약품 (B),Group07
662503490,혈압강하작용의약품 (B),Group10
662503490,혈압강하작용의약품 (B),Group07
663606190,혈압강하작용의약품 (B),Group07
663606190,혈압강하작용의약품 (B),Group10
665002750,혈압강하작용의약품 (B),Group10
665002750,혈압강하작용의약품 (B),Group07
669804260,혈압강하작용의약품 (B),Group10
669804260,혈압강하작용의약품 (B),Group07
669905930,혈압강하작용의약품 (B),Group10
669905930,혈압강하작용의약품 (B),Group07
670103420,혈압강하작용의약품 (B),Group10
670103420,혈압강하작용의약품 (B),Group07
670303700,혈압강하작용의약품 (B),Group10
670303700,혈압강하작용의약품 (B),Group07
670400990,혈압강하작용의약품 (B),Group10
670400990,혈압강하작용의약품 (B),Group07
670501350,혈압강하작용의약품 (B),Group10
670501350,혈압강하작용의약품 (B),Group07
670606580,혈압강하작용의약품 (B),Group07
670606580,혈압강하작용의약품 (B),Group10
671703830,혈압강하작용의약품 (B),Group10
671703830,혈압강하작용의약품 (B),Group07
671805610,혈압강하작용의약품 (B),Group10
671805610,혈압강하작용의약품 (B),Group07
674400900,혈압강하작용의약품 (B),Group10
674400900,혈압강하작용의약품 (B),Group07
678600250,혈압강하작용의약품 (B),Group10
678600250,혈압강하작용의약품 (B),Group07
689000920,혈압강하작용의약품 (B),Group10
689000920,혈압강하작용의약품 (B),Group07
693201180,혈압강하작용의약품 (B),Group07
693201180,혈압강하작용의약품 (B),Group10
693902980,혈압강하작용의약품 (B),Group07
693902980,혈압강하작용의약품 (B),Group10
694003370,혈압강하작용의약품 (B),Group10
694003370,혈압강하작용의약품 (B),Group07
698504010,혈압강하작용의약품 (B),Group10
698504010,혈압강하작용의약품 (B),Group07
664600080,당뇨병용제 (H),Group02
664600080,당뇨병용제 (H),Group01
643504310,소화성궤양용제 (I),Group02
643501850,소화성궤양용제 (I),Group02
625201970,당뇨병용제 (H),Group01
625201970,당뇨병용제 (H),Group04
628801150,당뇨병용제 (H),Group01
628801150,당뇨병용제 (H),Group04
640903640,당뇨병용제 (H),Group01
640903640,당뇨병용제 (H),Group04
643704650,당뇨병용제 (H),Group04
643704650,당뇨병용제 (H),Group01
645406120,당뇨병용제 (H),Group01
645406120,당뇨병용제 (H),Group04
645906710,당뇨병용제 (H),Group04
645906710,당뇨병용제 (H),Group01
646004430,당뇨병용제 (H),Group04
646004430,당뇨병용제 (H),Group01
648103990,당뇨병용제 (H),Group04
648103990,당뇨병용제 (H),Group01
654005350,당뇨병용제 (H),Group04
654005350,당뇨병용제 (H),Group01
657307370,당뇨병용제 (H),Group01
657307370,당뇨병용제 (H),Group04
658603770,당뇨병용제 (H),Group04
658603770,당뇨병용제 (H),Group01
661905120,당뇨병용제 (H),Group01
661905120,당뇨병용제 (H),Group04
663607360,당뇨병용제 (H),Group04
663607360,당뇨병용제 (H),Group01
664602200,당뇨병용제 (H),Group04
664602200,당뇨병용제 (H),Group01
665507380,당뇨병용제 (H),Group01
665507380,당뇨병용제 (H),Group04
671705340,당뇨병용제 (H),Group01
671705340,당뇨병용제 (H),Group04
693903070,당뇨병용제 (H),Group01
693903070,당뇨병용제 (H),Group04
693903660,당뇨병용제 (H),Group01
693903660,당뇨병용제 (H),Group04
694003870,당뇨병용제 (H),Group04
694003870,당뇨병용제 (H),Group01
642104100,당뇨병용제 (H),Group02
642104100,당뇨병용제 (H),Group01
643306230,당뇨병용제 (H),Group02
643306230,당뇨병용제 (H),Group01
652103560,당뇨병용제 (H),Group02
652103560,당뇨병용제 (H),Group01
642101100,해열진통소염제 (A),Group05
645404910,정신신경용제 (F),Group02
651904480,정신신경용제 (F),Group02
652606910,정신신경용제 (F),Group02
73000020,혈압강하작용의약품 (B),Group07
73000020,혈압강하작용의약품 (B),Group10
623006330,혈압강하작용의약품 (B),Group10
623006330,혈압강하작용의약품 (B),Group07
625200890,혈압강하작용의약품 (B),Group07
625200890,혈압강하작용의약품 (B),Group10
640902820,혈압강하작용의약품 (B),Group10
640902820,혈압강하작용의약품 (B),Group07
641502440,혈압강하작용의약품 (B),Group10
641502440,혈압강하작용의약품 (B),Group07
642203630,혈압강하작용의약품 (B),Group10
642203630,혈압강하작용의약품 (B),Group07
642802790,혈압강하작용의약품 (B),Group07
642802790,혈압강하작용의약품 (B),Group10
643703930,혈압강하작용의약품 (B),Group07
643703930,혈압강하작용의약품 (B),Group10
644004130,혈압강하작용의약품 (B),Group07
644004130,혈압강하작용의약품 (B),Group10
644308840,혈압강하작용의약품 (B),Group10
644308840,혈압강하작용의약품 (B),Group07
644913840,혈압강하작용의약품 (B),Group07
644913840,혈압강하작용의약품 (B),Group10
645404280,혈압강하작용의약품 (B),Group10
645404280,혈압강하작용의약품 (B),Group07
645604460,혈압강하작용의약품 (B),Group07
645604460,혈압강하작용의약품 (B),Group10
645702710,혈압강하작용의약품 (B),Group10
645702710,혈압강하작용의약품 (B),Group07
646003860,혈압강하작용의약품 (B),Group07
646003860,혈압강하작용의약품 (B),Group10
647304460,혈압강하작용의약품 (B),Group10
647304460,혈압강하작용의약품 (B),Group07
648103490,혈압강하작용의약품 (B),Group07
648103490,혈압강하작용의약품 (B),Group10
649102490,혈압강하작용의약품 (B),Group07
649102490,혈압강하작용의약품 (B),Group10
651205660,혈압강하작용의약품 (B),Group10
651205660,혈압강하작용의약품 (B),Group07
651904170,혈압강하작용의약품 (B),Group07
651904170,혈압강하작용의약품 (B),Group10
652105400,혈압강하작용의약품 (B),Group10
652105400,혈압강하작용의약품 (B),Group07
653005500,혈압강하작용의약품 (B),Group07
653005500,혈압강하작용의약품 (B),Group10
654005280,혈압강하작용의약품 (B),Group07
654005280,혈압강하작용의약품 (B),Group10
657308320,혈압강하작용의약품 (B),Group10
657308320,혈압강하작용의약품 (B),Group07
657805420,혈압강하작용의약품 (B),Group10
657805420,혈압강하작용의약품 (B),Group07
658202670,혈압강하작용의약품 (B),Group07
658202670,혈압강하작용의약품 (B),Group10
658603360,혈압강하작용의약품 (B),Group10
658603360,혈압강하작용의약품 (B),Group07
660703330,혈압강하작용의약품 (B),Group07
660703330,혈압강하작용의약품 (B),Group10
663606550,혈압강하작용의약품 (B),Group10
663606550,혈압강하작용의약품 (B),Group07
664602470,혈압강하작용의약품 (B),Group07
664602470,혈압강하작용의약품 (B),Group10
669906670,혈압강하작용의약품 (B),Group10
669906670,혈압강하작용의약품 (B),Group07
670103690,혈압강하작용의약품 (B),Group07
670103690,혈압강하작용의약품 (B),Group10
670607110,혈압강하작용의약품 (B),Group10
670607110,혈압강하작용의약품 (B),Group07
671704370,혈압강하작용의약품 (B),Group07
671704370,혈압강하작용의약품 (B),Group10
678600320,혈압강하작용의약품 (B),Group10
678600320,혈압강하작용의약품 (B),Group07
680900030,혈압강하작용의약품 (B),Group07
680900030,혈압강하작용의약품 (B),Group10
693202140,혈압강하작용의약품 (B),Group07
693202140,혈압강하작용의약품 (B),Group10
693901790,혈압강하작용의약품 (B),Group07
693901790,혈압강하작용의약품 (B),Group10
698504270,혈압강하작용의약품 (B),Group10
698504270,혈압강하작용의약품 (B),Group07
53601510,당뇨병용제 (H),Group06
73000900,당뇨병용제 (H),Group06
622804670,당뇨병용제 (H),Group06
625202140,당뇨병용제 (H),Group06
641502770,당뇨병용제 (H),Group06
644309670,당뇨병용제 (H),Group06
647805350,당뇨병용제 (H),Group06
648507970,당뇨병용제 (H),Group06
649105420,당뇨병용제 (H),Group06
650205820,당뇨병용제 (H),Group06
653601350,당뇨병용제 (H),Group06
657308630,당뇨병용제 (H),Group06
671706860,당뇨병용제 (H),Group06
690303400,당뇨병용제 (H),Group06
694003640,당뇨병용제 (H),Group06
625202330,당뇨병용제 (H),Group06
643307060,당뇨병용제 (H),Group06
644004770,당뇨병용제 (H),Group06
655500300,당뇨병용제 (H),Group06
643307080,당뇨병용제 (H),Group06
643507300,당뇨병용제 (H),Group06
655500310,당뇨병용제 (H),Group06
678600530,당뇨병용제 (H),Group06
643307090,당뇨병용제 (H),Group06
643507330,당뇨병용제 (H),Group06
648507280,당뇨병용제 (H),Group06
655500320,당뇨병용제 (H),Group06
678600520,당뇨병용제 (H),Group06
676300030,혈압강하작용의약품 (B),Group09
676300020,혈압강하작용의약품 (B),Group09
643504570,지질저하제 (C),Group01
643504580,지질저하제 (C),Group01
643504590,지질저하제 (C),Group01
643504600,지질저하제 (C),Group01
625202230,당뇨병용제 (H),Group06
625202230,당뇨병용제 (H),Group01
643306990,당뇨병용제 (H),Group01
643306990,당뇨병용제 (H),Group06
644004600,당뇨병용제 (H),Group01
644004600,당뇨병용제 (H),Group06
655500650,당뇨병용제 (H),Group01
655500650,당뇨병용제 (H),Group06
643307380,당뇨병용제 (H),Group06
643307380,당뇨병용제 (H),Group01
643507380,당뇨병용제 (H),Group06
643507380,당뇨병용제 (H),Group01
655501790,당뇨병용제 (H),Group06
655501790,당뇨병용제 (H),Group01
642904580,혈압강하작용의약품 (B),Group01
642904580,혈압강하작용의약품 (B),Group10
643305770,혈압강하작용의약품 (B),Group01
643305770,혈압강하작용의약품 (B),Group10
643902940,혈압강하작용의약품 (B),Group01
643902940,혈압강하작용의약품 (B),Group10
652602930,혈압강하작용의약품 (B),Group10
652602930,혈압강하작용의약품 (B),Group01
73100010,혈압강하작용의약품 (B),Group07
73100010,혈압강하작용의약품 (B),Group10
643504690,혈압강하작용의약품 (B),Group07
643504690,혈압강하작용의약품 (B),Group10
643307070,당뇨병용제 (H),Group01
643307070,당뇨병용제 (H),Group06
644004790,당뇨병용제 (H),Group01
644004790,당뇨병용제 (H),Group06
655500760,당뇨병용제 (H),Group06
655500760,당뇨병용제 (H),Group01
73100030,혈압강하작용의약품 (B),Group07
73100030,혈압강하작용의약품 (B),Group10
643504680,혈압강하작용의약품 (B),Group10
643504680,혈압강하작용의약품 (B),Group07
646902290,정신신경용제 (F),Group09
651904590,정신신경용제 (F),Group09
646902310,정신신경용제 (F),Group09
651904600,정신신경용제 (F),Group09
646902320,정신신경용제 (F),Group09
651904610,정신신경용제 (F),Group09
643105080,호흡기관용약 (G),Group04
646004370,호흡기관용약 (G),Group04
647205700,호흡기관용약 (G),Group04
649103790,호흡기관용약 (G),Group04
649605340,호흡기관용약 (G),Group04
650202970,호흡기관용약 (G),Group04
650303820,호흡기관용약 (G),Group04
651205060,호흡기관용약 (G),Group04
654005000,호흡기관용약 (G),Group04
656004800,호흡기관용약 (G),Group04
657806670,호흡기관용약 (G),Group04
663803160,호흡기관용약 (G),Group04
664901580,호흡기관용약 (G),Group04
669907210,호흡기관용약 (G),Group04
641702920,소화성궤양용제 (I),Group02
622805140,당뇨병용제 (H),Group06
622805140,당뇨병용제 (H),Group01
649105780,당뇨병용제 (H),Group06
649105780,당뇨병용제 (H),Group01
653601420,당뇨병용제 (H),Group06
653601420,당뇨병용제 (H),Group01
671707310,당뇨병용제 (H),Group01
671707310,당뇨병용제 (H),Group06
694004110,당뇨병용제 (H),Group06
694004110,당뇨병용제 (H),Group01
622805150,당뇨병용제 (H),Group01
622805150,당뇨병용제 (H),Group06
649105790,당뇨병용제 (H),Group06
649105790,당뇨병용제 (H),Group01
653601430,당뇨병용제 (H),Group01
653601430,당뇨병용제 (H),Group06
671707300,당뇨병용제 (H),Group01
671707300,당뇨병용제 (H),Group06
694004120,당뇨병용제 (H),Group01
694004120,당뇨병용제 (H),Group06
645404520,정신신경용제 (F),Group02
651904240,정신신경용제 (F),Group02
652606890,정신신경용제 (F),Group02
645404490,정신신경용제 (F),Group02
651904180,정신신경용제 (F),Group02
652606900,정신신경용제 (F),Group02
73100230,지질저하제 (C),Group01
643505450,호흡기관용약 (G),Group01
644703310,해열진통소염제 (A),Group05
648103070,소화성궤양용제 (I),Group02
52400410,혈압강하작용의약품 (B),Group10
52400410,혈압강하작용의약품 (B),Group07
52701070,혈압강하작용의약품 (B),Group10
52701070,혈압강하작용의약품 (B),Group07
54301120,혈압강하작용의약품 (B),Group07
54301120,혈압강하작용의약품 (B),Group10
54800910,혈압강하작용의약품 (B),Group07
54800910,혈압강하작용의약품 (B),Group10
55100140,혈압강하작용의약품 (B),Group07
55100140,혈압강하작용의약품 (B),Group10
57600440,혈압강하작용의약품 (B),Group10
57600440,혈압강하작용의약품 (B),Group07
57700330,혈압강하작용의약품 (B),Group07
57700330,혈압강하작용의약품 (B),Group10
59000340,혈압강하작용의약품 (B),Group07
59000340,혈압강하작용의약품 (B),Group10
60500250,혈압강하작용의약품 (B),Group10
60500250,혈압강하작용의약품 (B),Group07
622803340,혈압강하작용의약품 (B),Group10
622803340,혈압강하작용의약품 (B),Group07
625201800,혈압강하작용의약품 (B),Group07
625201800,혈압강하작용의약품 (B),Group10
628800990,혈압강하작용의약품 (B),Group07
628800990,혈압강하작용의약품 (B),Group10
628900790,혈압강하작용의약품 (B),Group10
628900790,혈압강하작용의약품 (B),Group07
629701240,혈압강하작용의약품 (B),Group07
629701240,혈압강하작용의약품 (B),Group10
640903320,혈압강하작용의약품 (B),Group10
640903320,혈압강하작용의약품 (B),Group07
641502810,혈압강하작용의약품 (B),Group07
641502810,혈압강하작용의약품 (B),Group10
641705230,혈압강하작용의약품 (B),Group10
641705230,혈압강하작용의약품 (B),Group07
642003990,혈압강하작용의약품 (B),Group10
642003990,혈압강하작용의약품 (B),Group07
642204200,혈압강하작용의약품 (B),Group07
642204200,혈압강하작용의약품 (B),Group10
642306910,혈압강하작용의약품 (B),Group07
642306910,혈압강하작용의약품 (B),Group10
642905760,혈압강하작용의약품 (B),Group10
642905760,혈압강하작용의약품 (B),Group07
643104200,혈압강하작용의약품 (B),Group07
643104200,혈압강하작용의약품 (B),Group10
643704370,혈압강하작용의약품 (B),Group10
643704370,혈압강하작용의약품 (B),Group07
